"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","M4A5Cf"
"https://www.google.com/maps/place/Kedai+POP+Cafe/data=!4m7!3m6!1s0x2dd7fbf933a9b343:0x52f97a3ef4d86694!8m2!3d-7.2780821!4d112.7593922!16s%2Fg%2F11h4kmnlys!19sChIJQ7OpM_n71y0RlGbY9D56-VI?authuser=0&hl=id&rclk=1","Kedai POP Cafe","4,6","(31)","","","Kafe","·","Gubeng Kertajaya XI No.14","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGy0JNPgVVRQy2efLwAbFhCOMHHPuLe2owsm4KAWp1GVcOoPfK-_LMStuI3emNerAXWw3_10hB77z33APEDSDHWI0t_O25ja3fPkomn5BQ1Uv543dx3czpw186Fycfyzgonns8=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat enak buat ngrumpi dekat dengan jalan kertajaya (raya)""","",""
"https://www.google.com/maps/place/Kedai+Djaka/data=!4m7!3m6!1s0x2dd7fb00779b0f11:0xdd2ec4af2e163522!8m2!3d-7.2659753!4d112.7622906!16s%2Fg%2F11z5nzq6x5!19sChIJEQ-bdwD71y0RIjUWLq_ELt0?authuser=0&hl=id&rclk=1","Kedai Djaka","5,0","(3)","","","Brunch","·","Jl. Dharmahusada No.6","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlEPzagjnPrnz66fXAcUHCAgmVqTh-USYHUKWZ6AjMH6oWM_JnxmYCb_7fNvBJo0pOdYsIBVY2n7Dt2dlZFVDwEeqEyM9GzE-MJbeTOpt50iBoTylVGZKHqhdotlhE9JHCtUgQN81Q1vmz=w92-h92-k-no","","","",""
"https://www.google.com/maps/place/Kedai+122/data=!4m7!3m6!1s0x2dd7f97f67329203:0x3b09b1159e3a9db0!8m2!3d-7.2621501!4d112.7627807!16s%2Fg%2F11f57stgw2!19sChIJA5IyZ3_51y0RsJ06nhWxCTs?authuser=0&hl=id&rclk=1","Kedai 122","5,0","(10)","","","Rumah Makan","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbvrabR6LLLfexozMetaKJAF2xz_oWRasGEEAGGsM2ka07a2sEXY-l--Rvu6UXJPUquEOfIoCaCbtJCWIaZ9SvaCv056-615HI7n6AjS4Oj9u0AgKCUC1vMI1PL7kFPC8vBn42=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya luas, bagus buat pertemuan dan ngopi""","",""
"https://www.google.com/maps/place/Kedai+Cak+Rekso/data=!4m7!3m6!1s0x2dd7fbd139540585:0x53bfd9ea77abbb1e!8m2!3d-7.2721974!4d112.7549575!16s%2Fg%2F11dd_m4s15!19sChIJhQVUOdH71y0RHrurd-rZv1M?authuser=0&hl=id&rclk=1","Kedai Cak Rekso","4,0","(22)","·","$","Restoran","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeY1DODRTohVSFc0w63xUex_sMQ6snodheBF3z9jZypn2KH8WIHrzeiJRplOSmQXqZD82qt0z3AmL2xFunwUpJBgemkFaAKUytasFEaTuMGx1Lw8_IXZ_hu1nf6ZdCBIGsjmOs=w122-h92-k-no","","Bawa pulang","Tidak melayani makan di tempat","·"
"https://www.google.com/maps/place/Kedai+kopi/data=!4m7!3m6!1s0x2dd7fb0a7b12c513:0xabbe2246baea2107!8m2!3d-7.274868!4d112.7625494!16s%2Fg%2F11hd7cbznk!19sChIJE8USewr71y0RByHqukYivqs?authuser=0&hl=id&rclk=1","Kedai kopi","4,4","(11)","","","Kedai Kopi","·","Jl. Kalidami No.1A","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHY3AnUPbkCBEKNCGbifOld47jf8rh7bJXFk2I2Q6RQlTHx-5gvj-bagt9BQuEP0cJNJ0DREuqTt6gTJisRsm7OofauTeWlyvmapYLCVIe-KzHwddPka7B9HpbOGy-rrawBlOA5BQ=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Warkop yang juga terdapat Nasi Goreng Lamongan.""","",""
"https://www.google.com/maps/place/Kedai+Tuan+Muda/data=!4m7!3m6!1s0x2dd7fb00152b82fd:0x5ddc40386e101ded!8m2!3d-7.2762924!4d112.7611955!16s%2Fg%2F11yfj5gpbm!19sChIJ_YIrFQD71y0R7R0QbjhA3F0?authuser=0&hl=id&rclk=1","Kedai Tuan Muda","4,6","(9)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Karang Menur V No.26","Buka","· Tutup pukul 04.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEoJEZsYZqevXfq84OAxmnVY-3eEdhOlzNNB_TZyCiJ0Oo_u2I0wMzifKawO_Zu5Nt2tdVtD-l6dLcZrhvI4HJwpbjjDNVLQ7pTThUpq1DNB-ZwDfPi1IgX1g_201C-coKrRrj3fH1aDwSG=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kalo cuman buat cangs/nongs 3-5 an orang/sirkel kecil asik lah.""","",""
"https://www.google.com/maps/place/Warung+Makan+%26+Kedai+Kopi+Sekawan/data=!4m7!3m6!1s0x2dd7fb39357b6795:0x9afb61e0cf0cf836!8m2!3d-7.2741978!4d112.7597304!16s%2Fg%2F11fcvb5g5s!19sChIJlWd7NTn71y0RNvgMz-Bh-5o?authuser=0&hl=id&rclk=1","Warung Makan & Kedai Kopi Sekawan","4,7","(133)","·","Rp 1–25.000","Kafe","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEu73IeefWhaKu_WvbDkiWOeOIWha4FwLcY5iZ6IbHuJjfNdNl_BX5JkYi_FTjM2FgsIjglN750UXgmBBrwe3y2peou2dt6gd-HtiMbWqoBnglpQvSEZpLyB7HWY5Bud_-Q0u0H=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pokoknya soal rasa dan harga, top markotop — enak semua dan murah!""","",""
"https://www.google.com/maps/place/KedaiKu/data=!4m7!3m6!1s0x2dd7fb5cd222748b:0x92407808aa06c01e!8m2!3d-7.2878722!4d112.7627951!16s%2Fg%2F11p3sl9ys0!19sChIJi3Qi0lz71y0RHsAGqgh4QJI?authuser=0&hl=id&rclk=1","KedaiKu","5,0","(2)","","","Kedai Kopi","·","Jl. Ngagel Jaya Indah No.2 Blok A, RT.009/RW.02","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-QPgLr0102Rhck_NFcR6ESn8DInckEoZCh8hPEYTTud-NN8P8W3pJcsTIz_e5xMw56H5YWcpchEE9k0TJkQDg1G43NfpVXVBtoAm76Yiuz8SGGHUlSA1QeS0YGsfFlGXz_nA=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Gerrad+coffe/data=!4m7!3m6!1s0x2dd7fb9d8ed11d9b:0x3eb523cdfc86556d!8m2!3d-7.271312!4d112.7528061!16s%2Fg%2F11fwzc6rgm!19sChIJmx3Rjp371y0RbVWG_M0jtT4?authuser=0&hl=id&rclk=1","Gerrad coffe","4,5","(4)","","","Kedai Kopi","·","PQH3+F4F, Jl. Gubeng Jaya VIII","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDbXAWadQ8lo9bBa6fcJL2xW5wt8KkMGwyWWXVV1xXyBbt6Z3Nac8pSzeAUgrR79mrmRJFq6U6aZ2yBTvy6tiq0BXUwwbUQ9K2zBlCZlqy7e_Rakec2e95-avvq30ff8O_A7Wd=w204-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Karena+Kamu/data=!4m7!3m6!1s0x2dd7fbe80759f9cb:0x19e6631a6384aa87!8m2!3d-7.2724215!4d112.7544954!16s%2Fg%2F11lsmk_gn9!19sChIJy_lZB-j71y0Rh6qEYxpj5hk?authuser=0&hl=id&rclk=1","Karena Kamu","5,0","(8)","","","Kedai Kopi","·","Jl. Gubeng Airlangga II No.44, RT.012/RW.01","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPS0YLxmVeblWFdyE5ObBDcfdAoYvRN7gpS8Cpd1kJ8Zqy5J-i545jQU0349VAySjOfMl_vY4QEx28ICrnifxqlYAOhzxwoN6ARmZYivH3u8RaJp5D0biQj1BYP6U01aMe5214=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Kata+Kita/data=!4m7!3m6!1s0x2dd7fb49b33220ad:0xf6d2746fc141ce51!8m2!3d-7.2673699!4d112.761267!16s%2Fg%2F11rkgkt5qz!19sChIJrSAys0n71y0RUc5BwW900vY?authuser=0&hl=id&rclk=1","Kedai Kata Kita","5,0","(5)","","","Restoran","·","Jl. Karang Menjangan No.21","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHH7bfrSAxptt1jnQEXXSB_SJ7YfDwJqdw8z3x8dMXHXgR8NeY6BFwOHdmaEXh5LZ7OwRgJh6HX7auAsd-xIhQgzoETHPyuOTc8DEqSgITgk_pjnmSrGRZJyWiTWvqwxEEwa7B-_w=w122-h92-k-no","","Makan di tempat","Drive-through","·"
"https://www.google.com/maps/place/Eco+Surabaya/data=!4m7!3m6!1s0x2dd7fb6337d38a3b:0x4a9b68f510e78d5d!8m2!3d-7.275983!4d112.7566371!16s%2Fg%2F11fjmmgwmj!19sChIJO4rTN2P71y0RXY3nEPVom0o?authuser=0&hl=id&rclk=1","Eco Surabaya","4,7","(76)","","","Kedai Kopi","·","Jl. Gubeng Kertajaya VII D No.43, RT.005/RW.04","Tutup","· Buka Sen pukul 16.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGC2aMewSbC2qq-62cTd_TdeQm_tfy4kzhy4Ez0JN6U9_RwI8yexf36kXzc03eDArhaQrtxnh2Bt4k52ASwXLScf7U1E1pCiH9dM8f6KS-q19vfvbqgpxdgSAxnOswl9xQzHZpvOw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mampir gaes, lokasi mudah, harga murah meriah, makanan enak""","",""
"https://www.google.com/maps/place/Kedai+Seket+Songo/data=!4m7!3m6!1s0x2dd7fbafa25cdc19:0x90c235f3cb2f5500!8m2!3d-7.2687978!4d112.7610091!16s%2Fg%2F11gm9knw2m!19sChIJGdxcoq_71y0RAFUvy_M1wpA?authuser=0&hl=id&rclk=1","Kedai Seket Songo","4,0","(1)","","","Kafe","·","Jl. Karang Menjangan No.59, RT.002/RW.07","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCJyWaSDWvMnROG9VAu4uveN1PVJnnrJAguFMr3wBKluVs4pI1lDT5ZTfQYmw7z5E3wxJUX6wS0evQS_F2PjXSxd0rZy7yYQr71G5mPH04fU9kZCPcgqiDNAF-PjWjBCViYbWT=w80-h142-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Mama+Jum/data=!4m7!3m6!1s0x2dd7fb0070fce339:0xf823c012595f7461!8m2!3d-7.2738942!4d112.7568198!16s%2Fg%2F11xw7krz2c!19sChIJOeP8cAD71y0RYXRfWRLAI_g?authuser=0&hl=id&rclk=1","Kedai Mama Jum","5,0","(10)","","","Indonesia","·","PQG4+CPW, Jl. Srikana","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdgCrZRRXyuo2u_QZOBh5JtcnSKYtXxjBKs3WLdlx6oay-dv_mGsJMPEkSP2zx6hPsswMkZnH5_klLxdICVBYUuqo0gqfxMEPsRcTaGwuqsZnYeGp5o7hYw5ztCvL2JaUCC0UfdMDQsVn7=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""menu-menunya enak semua, gokill""","",""
"https://www.google.com/maps/place/Warung+Nenek+Kasidin/data=!4m7!3m6!1s0x2dd7fbc438c71fa7:0x665d59286218c9fc!8m2!3d-7.2710169!4d112.75327!16s%2Fg%2F11qr12r01v!19sChIJpx_HOMT71y0R_MkYYihZXWY?authuser=0&hl=id&rclk=1","Warung Nenek Kasidin","5,0","(8)","","","Kedai Kopi","·","Jl. Gubeng Jaya IX No.20-B, RT.017/RW.02","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGT0Tn0jMx0YE6z4EobArXwsFoiD0tLlCtDTqLyWjfaTS2zVXOEeaQRsskrtR_LmQ8HByxhVyqyvgRqP4uBoiht_pFT2DnrVaLxiEysuVaYAsIKQ5qBr7hPI8wO9TwwZATZc8b06A=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Penjual ramah.. Harga murah.. Ada wifi.""","",""
"https://www.google.com/maps/place/Kedai+Bu+Uus/data=!4m7!3m6!1s0x2dd7fbd0573687fb:0xf8423c95f798f1bc!8m2!3d-7.2741872!4d112.7532938!16s%2Fg%2F11hcjt9bf1!19sChIJ-4c2V9D71y0RvPGY95U8Qvg?authuser=0&hl=id&rclk=1","Kedai Bu Uus","5,0","(9)","","","Kafe","·","Jl. Gubeng Kertajaya V F No.6B","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHH2gBPtA1dYDr9h5xX1dorW_5JFPnbQvjah40aDvCYqqFr0IUcmLSYCH4uKHF34eQqavOOjQmExd5kGig6OHNpLQOIDCz7ghHKxrD7DHeJYJO-grtWtXWJ2uPkIXSViw8rX7l1=w80-h142-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+ORI+Manyar/data=!4m7!3m6!1s0x2dd7fb4f9804cea9:0x2850ae9b8aab842b!8m2!3d-7.2893462!4d112.770359!16s%2Fg%2F11skn8lshb!19sChIJqc4EmE_71y0RK4SripuuUCg?authuser=0&hl=id&rclk=1","Kedai ORI Manyar","4,6","(1.081)","·","Rp 25–50 rb","Kafe","·","Jl. Manyar Tirtoyoso No.90","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUeu6f7Pel0FSx0rSsahEQPzQGpTuMsWVct0AvTei5-_E2JQ9YiKW80khHXpeTldw36EQ3HQfwmt_w4qNuCFA5EfTuFNJBU5MQrNxFJZXdb6R70z-pjyj6PJdaWc-i0zfMAewg2A=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga, ambience, dan makanannya worth it 👍""","",""
"https://www.google.com/maps/place/Kedai+Merdeka+-+Dharmawangsa/data=!4m7!3m6!1s0x2dd7fb35c489d01b:0x934fe1f7b09695c4!8m2!3d-7.2758753!4d112.7561899!16s%2Fg%2F11mdb1pdw8!19sChIJG9CJxDX71y0RxJWWsPfhT5M?authuser=0&hl=id&rclk=1","Kedai Merdeka - Dharmawangsa","4,6","(62)","·","Rp 1–25.000","Indonesia","·","Jl. Dharmawangsa No.61A","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXjIvTSZgzHaq40l6baYJk6N3MrT0sX2K2rAxfmNQVEJHgjj6PDPEqpSOzxDMvZxQ44YNRXZ5zUPCDo5BxZC2JxPqiy99yBXqGT5TFkYFIz5Wur4dmYR3tZQycvE6G-_GgjXoXIAoI8uD2=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bersih enak dan tertata, harganya murah dan bisa qris""","",""
"https://www.google.com/maps/place/KEDAI+SOERABADJA+1293+PUCANG+SURABAYA/data=!4m7!3m6!1s0x2dd7fb007b44204b:0xedd64768e1cfd477!8m2!3d-7.2839474!4d112.7560425!16s%2Fg%2F11zkpmxp4x!19sChIJSyBEewD71y0Rd9TP4WhH1u0?authuser=0&hl=id&rclk=1","KEDAI SOERABADJA 1293 PUCANG SURABAYA","4,4","(712)","·","Rp 25–50 rb","Rumah Makan","·","Jl. Pucang Anom Tim.","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEB6ejH_rBtL9STLdTvrXy6C5bJfZKjjhcCNcVQv8jexGId8BB03EgLTK_g4CLaqQvB25JBO43VOrzDRxNBDMK5PgRtEir3eoRq6XvweniXu9XF5vYO92Whv3ybkBaDhG0i3vBA9OipBV3M=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak minumannya segerrr harganya affordable buat mahasiswa""","",""
"https://www.google.com/maps/place/Kedai+MooZZa/data=!4m7!3m6!1s0x2dd7f90d260f0c47:0x2a70cfd4899657b!8m2!3d-7.2656528!4d112.7639464!16s%2Fg%2F11j4hzgccp!19sChIJRwwPJg351y0Re2WZSP0MpwI?authuser=0&hl=id&rclk=1","Kedai MooZZa","4,8","(4)","","","Restoran","·","Jl. Kedung Tarukan Baru 3 B No.14","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEb03irqpcCXrrRVc1nLB_Es6GgDy3HybhLeGIt_shxhHh5bm-rrAOGvj1-MYViI-f3ypgd7aqKT7NyfFcs0rUNXod0T71AqgfGjx98M1KM5IH-TkaqYSaO0CVRKCNMU_lCe_tm=w163-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Masbay/data=!4m7!3m6!1s0x2dd7fb9292ef98ef:0x6c3bdac562ed3229!8m2!3d-7.2739389!4d112.7567053!16s%2Fg%2F11wwq97dld!19sChIJ75jvkpL71y0RKTLtYsXaO2w?authuser=0&hl=id&rclk=1","Kedai Masbay","5,0","(8)","","","Nasi","·","Jl. Srikana","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAa3jNFnfILJZWKCq2O8VXIi_r9H3AseOsDa_nQjsr8_PKmjbfVKyvAUR2piKK54YLnRRz-5iSHmDVQwyYnu3afSf3k7SlyOlsnvjREOKsEVYbfjjSv1hnrZepaAoU4dRVrAk3HlcysVk3=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa makanannya enak dan harganya bersahabat.""","",""
"https://www.google.com/maps/place/WarKop+KM+35/data=!4m7!3m6!1s0x2dd7fb796b23c35b:0x50ce02a0bcc3382e!8m2!3d-7.2679858!4d112.761009!16s%2Fg%2F11f6z1wb6j!19sChIJW8Mja3n71y0RLjjDvKACzlA?authuser=0&hl=id&rclk=1","WarKop KM 35","4,6","(124)","·","$","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMlpJwmdA75U_Rx4226WHXtiCYY36ACYH8Rj_4gXkjHVeshP6b2SRuNgeZ6eOQcLWB022bsuXTzUaUaALAF3zz5pZZejQPvUiPnu2L3xG4qN07EcNOCBgDcGRKDU5IyUOz27eQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya sedap, apalagi dimakan waktu hujan, hangat-hangat nikmat...""","",""
"https://www.google.com/maps/place/Waroenk+Ojol/data=!4m7!3m6!1s0x2dd7fbd519753d77:0xbbc3b02ddfa89e6!8m2!3d-7.2678919!4d112.7610059!16s%2Fg%2F11f15m9kpn!19sChIJdz11GdX71y0R5on63QI7vAs?authuser=0&hl=id&rclk=1","Waroenk Ojol","4,8","(45)","·","$","Kedai Kopi","·","·","Tutup","· Buka Sen pukul 06.00","","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/WARKOP+TEPI+JALAN/data=!4m7!3m6!1s0x2dd7fb1126837d35:0xdb04162e8eb7f1fb!8m2!3d-7.2672206!4d112.7604835!16s%2Fg%2F11s9vwslf0!19sChIJNX2DJhH71y0R-_G3ji4WBNs?authuser=0&hl=id&rclk=1","WARKOP TEPI JALAN","5,0","(1)","","","Kedai Kopi","·","Jl. Karang Menjangan No.11","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-S-K6NDWPN_czi0qkY620rBuM-aMpNr4PhE2fjCA2GbDHxuNrpOv1Zwdr3Oo2ecij2Z_O9__oNHnVY5oemQ01GRBmUsPAK6aPMXqANzuxPMhUTMHHTU53c208FGhzM4EjCQtR=w80-h142-k-no","","Makan di tempat","Bawa pulang","·"
