"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/Admis+Copy+Center/data=!4m7!3m6!1s0x2e68e6f95aba2f87:0x6a6cb54c6ad51572!8m2!3d-6.8833065!4d107.6147819!16s%2Fg%2F1pzx1g14p!19sChIJhy-6WvnmaC4RchXVaky1bGo?authuser=0&hl=id&rclk=1","Admis Copy Center","3,7","(6)","Toko Fotokopi","·","Jl. Ir. H. Juanda No.234","Tutup","· Buka Sen pukul 08.00","·","(022) 2505131","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cukup lengkap: fotocopy, print, jilid dokumen, laminating""","",""
"https://www.google.com/maps/place/Anugerah+Abadi+Copy+Center/data=!4m7!3m6!1s0x2e68e7b0d129e655:0xd1a7e10ef6fff363!8m2!3d-6.9112158!4d107.6123479!16s%2Fg%2F11gjt9n6sq!19sChIJVeYp0bDnaC4RY_P_9g7hp9E?authuser=0&hl=id&rclk=1","Anugerah Abadi Copy Center","4,3","(26)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","Jl. Sumatera No.43","(022) 4240121","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Gercep, bisa cetak via Whatsapp""","","·"
"https://www.google.com/maps/place/Mandiri+Fotocopy/data=!4m7!3m6!1s0x2e68e78aa0323043:0x685a2890821a9433!8m2!3d-6.9069437!4d107.5970154!16s%2Fg%2F11fn6mvc4y!19sChIJQzAyoIrnaC4RM5QagpAoWmg?authuser=0&hl=id&rclk=1","Mandiri Fotocopy","3,9","(42)","Toko Fotokopi","·","3HVW+6RC, Jl. Semar","Buka","· Tutup pukul 21.30","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""dari jaman smp sampe skrg masih pada judes aja, mana mahal""","",""
"https://www.google.com/maps/place/Angkasa+Putra/data=!4m7!3m6!1s0x2e68e65b605ec3ff:0x269efd16c081e8d8!8m2!3d-6.9052965!4d107.604178!16s%2Fg%2F1hc4vmc1d!19sChIJ_8NeYFvmaC4R2OiBwBb9niY?authuser=0&hl=id&rclk=1","Angkasa Putra","4,3","(110)","Layanan cetak digital","·","Jl. Cihampelas No.15","Buka","· Tutup pukul 20.00","·","(022) 4206555","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""10.000/Lembar
A2 Rp.""","",""
"https://www.google.com/maps/place/Foto+Copy+%27Idola%27/data=!4m7!3m6!1s0x2e68e6f2214b6485:0xdedd6326493722a5!8m2!3d-6.8817272!4d107.6043171!16s%2Fg%2F1pztkm0pl!19sChIJhWRLIfLmaC4RpSI3SSZj3d4?authuser=0&hl=id&rclk=1","Foto Copy 'Idola'","4,8","(33)","Toko Fotokopi","·","4J93+8MH, Jl. Ciumbuleuit No.38, RW.01","Tutup","· Buka Sen pukul 09.00","·","(022) 20333690","","Rute","","","",""
"https://www.google.com/maps/place/Jaya+Barokah+Fotokopi+%26+Print/data=!4m7!3m6!1s0x2e68e65d9279c49f:0xcbaf7088a7d3da54!8m2!3d-6.8939973!4d107.5986588!16s%2Fg%2F11fzb0dngj!19sChIJn8R5kl3maC4RVNrTp4hwr8s?authuser=0&hl=id&rclk=1","Jaya Barokah Fotokopi & Print","4,9","(15)","Toko Fotokopi","·","·","Buka","· Tutup pukul 23.00","Jl. Sederhana No.37","0821-3012-1100","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat memuaskan""","","·"
"https://www.google.com/maps/place/Pasteur+Copy+Centre+%E2%80%A2+Sederhana/data=!4m7!3m6!1s0x2e68e65d7f7c8a8f:0xaabc614d1cba0aab!8m2!3d-6.8950658!4d107.598277!16s%2Fg%2F11b60xjj3q!19sChIJj4p8f13maC4Rqwq6HE1hvKo?authuser=0&hl=id&rclk=1","Pasteur Copy Centre • Sederhana","4,4","(270)","Toko Fotokopi","·","Jl. Sederhana No.7","Buka","· Tutup pukul 21.00","·","(022) 2033839","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan cepat harga murah bisa kirim file tanpa kita hrs print dl.""","",""
"https://www.google.com/maps/place/Mesin+Fotokopi+Canon+Dago/data=!4m7!3m6!1s0x2e68e6fddcd1ff5f:0xcf3bc0b0a8a502e7!8m2!3d-6.8808866!4d107.6198223!16s%2Fg%2F11hb52lqjn!19sChIJX__R3P3maC4R5wKlqLDAO88?authuser=0&hl=id&rclk=1","Mesin Fotokopi Canon Dago","4,8","(4)","Toko Fotokopi","·","4J99+JWW","Buka 24 jam","","·","0822-1412-8123","","Rute","","","",""
"https://www.google.com/maps/place/Wijaya+Digital+Photo+Copy/data=!4m7!3m6!1s0x2e68e646465b1765:0x536d0c07a9498a37!8m2!3d-6.9043223!4d107.6078885!16s%2Fg%2F11b679x4_7!19sChIJZRdbRkbmaC4RN4pJqQcMbVM?authuser=0&hl=id&rclk=1","Wijaya Digital Photo Copy","","","Toko Fotokopi","·","3JW5+75C, Jl. Tamansari","Segera tutup","· 19.00 · Buka Sen pukul 08.00","·","(022) 4293965","","Rute","","","",""
"https://www.google.com/maps/place/Fotokopi+Maple/data=!4m7!3m6!1s0x2e68e7abfda2d9bf:0x23a4e1b45cc7c062!8m2!3d-6.8777969!4d107.6027919!16s%2Fg%2F11fx0fzz_r!19sChIJv9mi_avnaC4RYsDHXLThpCM?authuser=0&hl=id&rclk=1","Fotokopi Maple","5,0","(3)","Toko Fotokopi","·","Jl. Bukit Resik No.10","Buka","· Tutup pukul 20.00","·","0815-8588-4388","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat fotocopy dgn harga terjangkau""","",""
"https://www.google.com/maps/place/Eva+Photo+Copy/data=!4m7!3m6!1s0x2e68e7b296ae56ef:0x2ea1a87a0a712aa3!8m2!3d-6.8977828!4d107.6233276!16s%2Fg%2F11b6gnxqgd!19sChIJ71aulrLnaC4RoypxCnqooS4?authuser=0&hl=id&rclk=1","Eva Photo Copy","4,3","(3)","Toko Fotokopi","·","Jl. Puyuh No.55","Buka","· Tutup pukul 21.00","·","0812-2130-7301","","Rute","","","",""
"https://www.google.com/maps/place/Koko+Fotocopy+%2824+Jam%29/data=!4m7!3m6!1s0x2e68e8dde144e90f:0x90ae6b9d78ebb0a0!8m2!3d-6.8755665!4d107.6060869!16s%2Fg%2F11ggz6v0ny!19sChIJD-lE4d3oaC4RoLDreJ1rrpA?authuser=0&hl=id&rclk=1","Koko Fotocopy (24 Jam)","4,9","(64)","Layanan cetak digital","·","·","Tutup","· Buka Sen pukul 06.00","Jl. Bukit Jarian No.44 A","0895-6052-88878","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fotocopynya bagus bgt, layanannya juga cepat dan pelayanan yg baik bgt!""","","·"
"https://www.google.com/maps/place/fotocopy+arjuna/data=!4m7!3m6!1s0x2e68e7aa7d010cef:0x8b05cfd8e1729f21!8m2!3d-6.8880005!4d107.6249616!16s%2Fg%2F11f3zzmkng!19sChIJ7wwBfarnaC4RIZ9y4djPBYs?authuser=0&hl=id&rclk=1","fotocopy arjuna","4,4","(45)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","Jl. Sadang Serang, RT.03/RW.13","0813-9597-9408","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Deket kosan, enak buat print tugas""","","·"
"https://www.google.com/maps/place/Rindu+Digital+Copy%2BPrint+Katamso/data=!4m7!3m6!1s0x2e68e7b75e005089:0x76e77df6c3d24f22!8m2!3d-6.9028796!4d107.6329319!16s%2Fg%2F11c0qgrfnx!19sChIJiVAAXrfnaC4RIk_Sw_Z953Y?authuser=0&hl=id&rclk=1","Rindu Digital Copy+Print Katamso","4,3","(299)","Layanan cetak digital","·","·","Buka","· Tutup pukul 21.00","Jl. Brigadir Jend. Katamso No.67","0822-4688-0733","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nyaman buat ngopie sambil nunggu kerjaan.""","","·"
"https://www.google.com/maps/place/Fotocopy+dan+Print+Online+24+Jam/data=!4m7!3m6!1s0x2e68e7be93368b69:0x98247533747dec53!8m2!3d-6.888566!4d107.594216!16s%2Fg%2F11jnc_89yb!19sChIJaYs2k77naC4RU-x9dDN1JJg?authuser=0&hl=id&rclk=1","Fotocopy dan Print Online 24 Jam","4,9","(28)","Toko Fotokopi","·","Gg. Pak Elas No.11","Buka 24 jam","","·","0812-9685-3619","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""admin respon cepat, buka 24 jam, hasil bagus, recommended""","",""
"https://www.google.com/maps/place/Ab/data=!4m7!3m6!1s0x2e68e6fc8bc0ae85:0x54ded6c68c49ab76!8m2!3d-6.8787088!4d107.6167704!16s%2Fg%2F11bbw_56yq!19sChIJha7Ai_zmaC4RdqtJjMbW3lQ?authuser=0&hl=id&rclk=1","Ab","4,2","(10)","Toko Fotokopi","·","Jl. Ir. H. Juanda No.318","","","","(022) 2532418","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mantap makasih promonya mang""","",""
"https://www.google.com/maps/place/Photo+Copy+Nur+Nugraha+Ajie/data=!4m7!3m6!1s0x2e68e6e3bff55c0f:0xe2f87fe072603c4d!8m2!3d-6.8726009!4d107.6171288!16s%2Fg%2F11b6hzw4z6!19sChIJD1z1v-PmaC4RTTxgcuB_-OI?authuser=0&hl=id&rclk=1","Photo Copy Nur Nugraha Ajie","4,4","(36)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","Jl. Dagopojok No.23","0813-9424-1474","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah terjangkau,, pelayanan ramah & bersahabat""","","·"
"https://www.google.com/maps/place/Lisna+Photo+Copy/data=!4m7!3m6!1s0x2e68e6916b1ecd85:0xc5c88de99b1064ed!8m2!3d-6.8771699!4d107.590717!16s%2Fg%2F1pzwfd3sf!19sChIJhc0ea5HmaC4R7WQQm-mNyMU?authuser=0&hl=id&rclk=1","Lisna Photo Copy","4,0","(6)","Toko Fotokopi","·","Jl. Cipedes Atas No.6","Buka sekarang","","·","(022) 2016592","","Rute","","","",""
"https://www.google.com/maps/place/Fotokopi+Manunggal/data=!4m7!3m6!1s0x2e68e645ddace25f:0xe31f1c62a7537e86!8m2!3d-6.9035158!4d107.6081118!16s%2Fg%2F11c53jdmgw!19sChIJX-Ks3UXmaC4Rhn5Tp2IcH-M?authuser=0&hl=id&rclk=1","Fotokopi Manunggal","4,0","(3)","Toko Fotokopi","·","Jl. Tamansari No.1","Tutup","· Buka Sen pukul 08.00","·","(022) 4201107","","Rute","","","",""
"https://www.google.com/maps/place/Rindu+Photocopy+%26+Digital+Printing/data=!4m7!3m6!1s0x2e68e7baee849447:0x88a2fd1c0561a966!8m2!3d-6.8980688!4d107.6352369!16s%2Fg%2F1pzxvjv3s!19sChIJR5SE7rrnaC4RZqlhBRz9oog?authuser=0&hl=id&rclk=1","Rindu Photocopy & Digital Printing","4,4","(281)","Toko Fotokopi","·","Jl. Khp Hasan Mustopa No.26","Buka","· Tutup pukul 21.30","·","(022) 86868613","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomedasi  banget buat yang mau print sama fotocopy hasilnya bagus""","",""
"https://www.google.com/maps/place/R5+fotocopy/data=!4m7!3m6!1s0x2e68e74badd34585:0x14fac49cff256914!8m2!3d-6.9099566!4d107.5975908!16s%2Fg%2F11np4v0p45!19sChIJhUXTrUvnaC4RFGkl_5zE-hQ?authuser=0&hl=id&rclk=1","R5 fotocopy","5,0","(7)","Toko Fotokopi","·","3HRX+228, Jl. Pandawa","Buka","· Tutup pukul 20.30","·","0857-7965-0752","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kesini jam 20.45 dan masih buka.""","",""
"https://www.google.com/maps/place/Mesin+Fotokopi+Canon+Riau/data=!4m7!3m6!1s0x2e68e7cbb333695f:0x216b28d771e1927f!8m2!3d-6.9096221!4d107.6254627!16s%2Fg%2F11gf0sgr4n!19sChIJX2kzs8vnaC4Rf5LhcdcoayE?authuser=0&hl=id&rclk=1","Mesin Fotokopi Canon Riau","4,6","(5)","Toko Fotokopi","·","Jl. L. L. R.E. Martadinata No.108","Buka 24 jam","","·","0822-1412-8123","","Rute","","","",""
"https://www.google.com/maps/place/Foto+Copy+4+Saudara/data=!4m7!3m6!1s0x2e68e7e4e9b53b37:0x1b28a1b21cf92c71!8m2!3d-6.8997774!4d107.6281925!16s%2Fg%2F11f9vf2dnh!19sChIJNzu16eTnaC4RcSz5HLKhKBs?authuser=0&hl=id&rclk=1","Foto Copy 4 Saudara","4,8","(11)","Toko Fotokopi","·","4J2H+37P","Buka","· Tutup pukul 22.00","·","0812-2213-8092","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat membantu karena butuh buat FC dokumen""","",""
"https://www.google.com/maps/place/Fotocopy+Pasteur/data=!4m7!3m6!1s0x2e68e668526de125:0x2dcad48e0a4bef3e!8m2!3d-6.9002218!4d107.5955983!16s%2Fg%2F11hb8nddzq!19sChIJJeFtUmjmaC4RPu9LCo7Uyi0?authuser=0&hl=id&rclk=1","Fotocopy Pasteur","3,7","(70)","Toko Fotokopi","·","·","","","Jl. Dr. Djunjunan No.21","0853-2461-7824","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayananan nya cepat&ramah,,,,jam 7pagi udah buka..""","",""
"https://www.google.com/maps/place/Fajar+Putra+Fotocopy/data=!4m7!3m6!1s0x2e68e646491d1e8b:0x616cd58e4757dffc!8m2!3d-6.9046392!4d107.6082621!16s%2Fg%2F11b67hs0vc!19sChIJix4dSUbmaC4R_N9XR47VbGE?authuser=0&hl=id&rclk=1","Fajar Putra Fotocopy","4,7","(13)","Toko Fotokopi","·","Jl. Tamansari No.6","Tutup","· Buka Sen pukul 08.00","·","0878-2235-4710","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kelas mahasiswa""","",""
"https://www.google.com/maps/place/Lombok+Copy+Center/data=!4m7!3m6!1s0x2e68e64ab0141a91:0x25d8e590ed1b9cf3!8m2!3d-6.9064796!4d107.6208687!16s%2Fg%2F11b6d4bnsm!19sChIJkRoUsErmaC4R85wb7ZDl2CU?authuser=0&hl=id&rclk=1","Lombok Copy Center","4,4","(95)","Toko Fotokopi","·","Jl. Lombok No.59","Tutup","· Buka Sen pukul 07.30","·","(022) 4205523","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kebutuhan fotocopy dan atk lengkap serta pelayanan yang memuaskan.""","",""
"https://www.google.com/maps/place/Sukses+Copy+Center/data=!4m7!3m6!1s0x2e68e69ca231fea7:0x23c74e6518208d3f!8m2!3d-6.876731!4d107.579686!16s%2Fg%2F11b6d000pc!19sChIJp_4xopzmaC4RP40gGGVOxyM?authuser=0&hl=id&rclk=1","Sukses Copy Center","4,7","(49)","Toko Fotokopi","·","Jl. Sarirasa No.10","Buka","· Tutup pukul 22.00","·","(022) 2009149","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak, parkirnya kurang besar buat Mobil, saran di renov pak tempatnya""","",""
"https://www.google.com/maps/place/Prima+Indah+Fotokopi/data=!4m7!3m6!1s0x2e68e62d15714973:0x523eed8ec8a1a088!8m2!3d-6.9190779!4d107.6199097!16s%2Fg%2F11ggc287k4!19sChIJc0lxFS3maC4RiKChyI7tPlI?authuser=0&hl=id&rclk=1","Prima Indah Fotokopi","5,0","(3)","Toko Fotokopi","·","3JJ9+9X7, Jl. Baranang Siang","Buka","· Tutup pukul 00.00","·","0813-2184-6981","","Rute","","","",""
"https://www.google.com/maps/place/Mesin+Fotokopi+Canon+Sarijadi/data=!4m7!3m6!1s0x2e68e6994ac5ca37:0x24abc2a889019388!8m2!3d-6.871533!4d107.58016!16s%2Fg%2F11hdb1dzsb!19sChIJN8rFSpnmaC4RiJMBiajCqyQ?authuser=0&hl=id&rclk=1","Mesin Fotokopi Canon Sarijadi","5,0","(1)","Toko Perlengkapan Mesin Fotokopi","·","Jl. Cijerokaso 1 No.40","Buka 24 jam","","·","0812-2441-9119","","Rute","","","",""
"https://www.google.com/maps/place/Mulya+Putra+Fotocopy/data=!4m7!3m6!1s0x2e68e66c94e4f349:0x5c23b346dd54f9ed!8m2!3d-6.906876!4d107.5905888!16s%2Fg%2F11b5z2jwln!19sChIJSfPklGzmaC4R7flU3UazI1w?authuser=0&hl=id&rclk=1","Mulya Putra Fotocopy","4,3","(11)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","3HVR+66W, Jl. Pajajaran","(022) 6079491","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan cepat dan ramah 👍""","","·"
"https://www.google.com/maps/place/Nayla+Nusantara+Photo+Copy/data=!4m7!3m6!1s0x2e68e7ba62dafcf5:0x2f4ab6f2ad3ec7e6!8m2!3d-6.8991061!4d107.6341667!16s%2Fg%2F11bbyd604h!19sChIJ9fzaYrrnaC4R5sc-rfK2Si8?authuser=0&hl=id&rclk=1","Nayla Nusantara Photo Copy","2,5","(8)","Toko Fotokopi","·","Jl. Pahlawan No.24","Buka","· Tutup pukul 20.00","·","(022) 7236899","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bapak nya ramah, pelayanan baik.""","",""
"https://www.google.com/maps/place/Veisa+Foto+Copy/data=!4m7!3m6!1s0x2e68e7a7cf258e33:0x4058ecead4b03831!8m2!3d-6.8880395!4d107.634553!16s%2Fg%2F11bt_gm6g5!19sChIJM44lz6fnaC4RMTiw1OrsWEA?authuser=0&hl=id&rclk=1","Veisa Foto Copy","4,5","(10)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","Bojong kacor no 34 RT.01 RW.14","0822-2588-1112","","Rute","","","","·"
"https://www.google.com/maps/place/Delicopy+Fotocopy+Bandung/data=!4m7!3m6!1s0x2e68e638212dad2f:0x17e4ef95bcdf2031!8m2!3d-6.9092305!4d107.6094749!16s%2Fg%2F11b66lh6c7!19sChIJL60tITjmaC4RMSDfvJXv5Bc?authuser=0&hl=id&rclk=1","Delicopy Fotocopy Bandung","4,3","(185)","Toko Fotokopi","·","3JR5+8Q5, Jl. Purnawarman","Tutup","· Buka Sen pukul 08.00","·","0881-5152-680","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan nya oke buat yang males antri bisa kirim via wa👍""","",""
"https://www.google.com/maps/place/Foto+Copy+Citra+Jaya+Abadi/data=!4m7!3m6!1s0x2e68e7cd3eee02dd:0x80d980034a008a01!8m2!3d-6.915853!4d107.6228673!16s%2Fg%2F11by_k9xzw!19sChIJ3QLuPs3naC4RAYoASgOA2YA?authuser=0&hl=id&rclk=1","Foto Copy Citra Jaya Abadi","4,8","(40)","Toko Fotokopi","·","·","Tutup","· Buka Sen pukul 07.30","Jl. Gudang Utara No.25","0859-7422-2969","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fotocopy ada baso juga enak juara""","","·"
"https://www.google.com/maps/place/Cetak+Digital+%26+Fotokopi/data=!4m7!3m6!1s0x2e68e7fc5035c3bd:0x286de95551afdca6!8m2!3d-6.8938569!4d107.6435668!16s%2Fg%2F11vxqmy0w3!19sChIJvcM1UPznaC4RptyvUVXpbSg?authuser=0&hl=id&rclk=1","Cetak Digital & Fotokopi","","","Percetakan Komersial","·","Jl. Bojong Koneng Gg. Kamas Ⅱ No.132, RT.5/RW.14","Buka","· Tutup pukul 21.00","·","0898-2870-899","","Situs Web","","","",""
"https://www.google.com/maps/place/Foto+Copy/data=!4m7!3m6!1s0x2e68e66361e72501:0x4ba15be14161b146!8m2!3d-6.8931684!4d107.5878886!16s%2Fg%2F11bbx03r9j!19sChIJASXnYWPmaC4RRrFhQeFboUs?authuser=0&hl=id&rclk=1","Foto Copy","3,9","(46)","Toko Fotokopi","·","·","Tutup","· Buka Sen pukul 08.00","Jl. Sukamulya No.3","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap dan ramah pelayanannya""","",""
"https://www.google.com/maps/place/Satria+Fotocopy/data=!4m7!3m6!1s0x2e68e6bc318e75f3:0x54365bea9c76d187!8m2!3d-6.8642046!4d107.5911284!16s%2Fg%2F11b61jmvwv!19sChIJ83WOMbzmaC4Rh9F2nOpbNlQ?authuser=0&hl=id&rclk=1","Satria Fotocopy","4,4","(220)","Toko Fotokopi","·","·","Buka 24 jam","","Jl. Gegerkalong Girang No.49","0821-1939-8944","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Baguss dan fasilitas lengkap dengan harga terjangkau 👍👍👍👍👍""","","·"
"https://www.google.com/maps/place/FOTOCOPY+%26+PRINTING+TOKO+TIGA-R+cabang+ke+1/data=!4m7!3m6!1s0x2e68e91534d646a5:0xf4afefee0a4b0930!8m2!3d-6.9379684!4d107.6030372!16s%2Fg%2F11nmqp8b66!19sChIJpUbWNBXpaC4RMAlLCu7vr_Q?authuser=0&hl=id&rclk=1","FOTOCOPY & PRINTING TOKO TIGA-R cabang ke 1","4,6","(57)","Toko Fotokopi","·","·","Buka","· Tutup pukul 22.00","Jl. Inhoftank No.115","0821-2857-7469","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus banget saya","","·"
"https://www.google.com/maps/place/Fotokopi+Pak+Raymond/data=!4m7!3m6!1s0x2e68e700534e0899:0xef8407849c2097d3!8m2!3d-6.9118141!4d107.6252635!16s%2Fg%2F11y4qcl6x0!19sChIJmQhOUwDnaC4R05cgnIQHhO8?authuser=0&hl=id&rclk=1","Fotokopi Pak Raymond","5,0","(1)","Perhimpunan Pengembang Perumahan","·","3JQG+74C, Jl. Tongkeng","","","","","","Rute","","","",""
"https://www.google.com/maps/place/Fotokopi+Print+ATK+Taruna+Bakti/data=!4m7!3m6!1s0x2e68e7533ca637b9:0x8121f6f262b85233!8m2!3d-6.906298!4d107.6182148!16s%2Fg%2F11j4gytzjw!19sChIJuTemPFPnaC4RM1K4YvL2IYE?authuser=0&hl=id&rclk=1","Fotokopi Print ATK Taruna Bakti","","","Layanan cetak digital","·","Jl. L. L. R.E. Martadinata No.52","Tutup","· Buka Sen pukul 06.30","·","0821-2128-0721","","Rute","","","",""
"https://www.google.com/maps/place/MB+Copy+Center+%28MB-1%29/data=!4m7!3m6!1s0x2e68e9b958ba8343:0x927578c7b1ef2504!8m2!3d-6.9290014!4d107.6131304!16s%2Fg%2F11h_xfp_y7!19sChIJQ4O6WLnpaC4RBCXvscd4dZI?authuser=0&hl=id&rclk=1","MB Copy Center (MB-1)","4,1","(32)","Toko Fotokopi","·","Jl. Lengkong Besar No.121, RT.003/RW.002","Buka","· Tutup pukul 21.00","·","0852-2288-8804","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mantap is the best tiap hari pelayanan ramah gercep mantap lahhh""","",""
"https://www.google.com/maps/place/Lombok.+PD/data=!4m7!3m6!1s0x2e68e634ffcabfd3:0xc79e52be674245c8!8m2!3d-6.906473!4d107.620894!16s%2Fg%2F1ptwj2c13!19sChIJ07_K_zTmaC4RyEVCZ75Snsc?authuser=0&hl=id&rclk=1","Lombok. PD","4,7","(27)","Toko bahan makanan","·","Jl. Lombok No.59","Tutup","· Buka Sen pukul 07.00","·","(022) 4201844","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semua komplit, semua ada di sini PD Lombok""","",""
"https://www.google.com/maps/place/Rizal+Photocopy/data=!4m7!3m6!1s0x2e68e6315f33f8bf:0x774156bf3b9bb5ea!8m2!3d-6.9135372!4d107.6154974!16s%2Fg%2F11bzq3nq5x!19sChIJv_gzXzHmaC4R6rWbO79WQXc?authuser=0&hl=id&rclk=1","Rizal Photocopy","5,0","(3)","Toko Fotokopi","·","Jl. Kalimantan No.12","Tutup","· Buka Jum pukul 08.00","·","0821-1661-6675","","Rute","","","",""
"https://www.google.com/maps/place/surya+utama+foto+copy/data=!4m7!3m6!1s0x2e68e6bc3a7e757f:0xe1cf0832dfb03c0!8m2!3d-6.8645754!4d107.5930059!16s%2Fg%2F11ckd6vv9h!19sChIJf3V-OrzmaC4RwAP7LYPwHA4?authuser=0&hl=id&rclk=1","surya utama foto copy","4,1","(57)","Toko Fotokopi","·","·","Tutup","· Buka Sen pukul 06.00","Jl. Gegerkalong Girang No.21","0821-2908-2773","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lumayan lengkap dan harga nya murah juga meskipun dekat kampus.""","","·"
"https://www.google.com/maps/place/Fitria+Digital+Copier/data=!4m7!3m6!1s0x2e68e6bc912fd179:0x3ebc1a6229a8c740!8m2!3d-6.861945!4d107.589296!16s%2Fg%2F11cs244scl!19sChIJedEvkbzmaC4RQMeoKWIavD4?authuser=0&hl=id&rclk=1","Fitria Digital Copier","","","Toko Fotokopi","·","Jalan Geger Kalong Girang Gang Cempaka No 124","Buka","· Tutup pukul 21.00","·","(022) 2014624","","Rute","","","",""
"https://www.google.com/maps/place/Rengga+Digital+printing/data=!4m7!3m6!1s0x2e68e687403f997b:0xdd1afd73d35fc7a3!8m2!3d-6.886715!4d107.581617!16s%2Fg%2F11b5yq2bvh!19sChIJe5k_QIfmaC4Ro8df03P9Gt0?authuser=0&hl=id&rclk=1","Rengga Digital printing","4,4","(48)","Toko Fotokopi","·","·","Tutup","· Buka Sen pukul 08.00","Jl. Prof. drg. Soeria Soemantri No.70A","0813-9569-9810","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bikin undangan di sini hasilnya memuaskan""","","·"
"https://www.google.com/maps/place/AA+BAROKAH+Fotokopi/data=!4m7!3m6!1s0x2e68e783a29b0699:0x41d4cacd391c8d6d!8m2!3d-6.9224218!4d107.636339!16s%2Fg%2F11rwl25rds!19sChIJmQabooPnaC4RbY0cOc3K1EE?authuser=0&hl=id&rclk=1","AA BAROKAH Fotokopi","5,0","(2)","Toko Fotokopi","·","Jl. Cibangkong","Buka","· Tutup pukul 21.00","","","","Rute","","","",""
"https://www.google.com/maps/place/Rizky+Copy/data=!4m7!3m6!1s0x2e68e88daa42d561:0xcb317c4e7d6a8c71!8m2!3d-6.9460204!4d107.6124518!16s%2Fg%2F11b6cq3t5x!19sChIJYdVCqo3oaC4RcYxqfU58Mcs?authuser=0&hl=id&rclk=1","Rizky Copy","4,5","(122)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","Jl. Babakan Priangan I No.11","0813-2281-2006","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dekat dengan rumah, bisa fotocopy, print, beli alat tulis juga bisa.""","","·"
"https://www.google.com/maps/place/ZAKI+Foto+Copy+%26+Printing/data=!4m7!3m6!1s0x2e68e9ad89a6f70f:0x120acd75b3622506!8m2!3d-6.9388712!4d107.6189372!16s%2Fg%2F11kl3bp4f6!19sChIJD_emia3paC4RBiVis3XNChI?authuser=0&hl=id&rclk=1","ZAKI Foto Copy & Printing","3,8","(29)","Toko Fotokopi","·","·","Buka","· Tutup pukul 23.00","Jl. Pasirluyu No.66","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cukup ramah melayani konsumen.""","",""
