"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","W4Efsd 7"
"https://www.google.com/maps/place/Rama+Print/data=!4m7!3m6!1s0x2e68e66cb53714cb:0xd619128050514b51!8m2!3d-6.9083148!4d107.5905687!16s%2Fg%2F11x2sxwq2r!19sChIJyxQ3tWzmaC4RUUtRUIASGdY?authuser=0&hl=id&rclk=1","Rama Print","","","Jl. Rama No.22","","","","","","","","","Rute","","","","","",""
"https://www.google.com/maps/place/Fotocopy+%26+Print+CK203/data=!4m7!3m6!1s0x2e68e74c486cd1e9:0xe38d8ca15f29798!8m2!3d-6.8905718!4d107.6346469!16s%2Fg%2F11lr6p00mk!19sChIJ6dFsSEznaC4RmJfyFcrYOA4?authuser=0&hl=id&rclk=1","Fotocopy & Print CK203","5,0","(3)","Kantor Perusahaan","·","4J5M+QVC","·","Tutup","","0815-6217-522","","","Rute","","","","","","· Buka Sen pukul 07.00"
"https://www.google.com/maps/place/Print+Port/data=!4m7!3m6!1s0x2e68e6873d7f664f:0x30b154cbbb09db4a!8m2!3d-6.8863287!4d107.5815663!16s%2Fg%2F11lp52575v!19sChIJT2Z_PYfmaC4RStsJu8tUsTA?authuser=0&hl=id&rclk=1","Print Port","","","Jl. Prof. drg. Soeria Soemantri No.72","","","","","","","","","Rute","","","","","",""
"https://www.google.com/maps/place/Jasa+Cetak+DTF+Sablon+Termurah+Premium+Raja+Print+Bandung/data=!4m7!3m6!1s0x2e68e5f4bc8b087b:0x8c7065d6a151e79c!8m2!3d-6.9123418!4d107.5780922!16s%2Fg%2F11tszzglzc!19sChIJewiLvPTlaC4RnOdRodZlcIw?authuser=0&hl=id&rclk=1","Jasa Cetak DTF Sablon Termurah Premium Raja Print Bandung","4,9","(45)","Layanan cetak digital","·","Jl. Garuda No.65","Segera tutup","· 21.00 · Buka Sen pukul 08.00","·","0896-8362-0509","https://wa.me/6289683620509","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasilnya bagus bgt, puas bgt cetak disini 🥹""","",""
"https://www.google.com/maps/place/Asia+Digital+Print/data=!4m7!3m6!1s0x2e68e62290a58d05:0xb400471efcf04605!8m2!3d-6.919983!4d107.598556!16s%2Fg%2F1xnz23kk!19sChIJBY2lkCLmaC4RBUbw_B5HALQ?authuser=0&hl=id&rclk=1","Asia Digital Print","3,8","(30)","Printer Digital","·","Jl. Jend. Sudirman No.158","Tutup","· Buka Sen pukul 09.00","·","0856-2123-838","http://www.asiadigitalprint.com/","","Situs Web","","Rute","","","",""
"https://www.google.com/maps/place/Print+Kain+Bandung/data=!4m7!3m6!1s0x2e68e7f61095d5e5:0x4cdc2e198953e512!8m2!3d-6.9074928!4d107.6272048!16s%2Fg%2F11g1ftkd13!19sChIJ5dWVEPbnaC4REuVTiRku3Ew?authuser=0&hl=id&rclk=1","Print Kain Bandung","4,7","(14)","Layanan cetak digital","·","Jl. Saninten No.10","Tutup","· Buka Sen pukul 08.00","·","0896-5226-5857","https://diglink.id/printkainbandung.id","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""printing disini bagus banget hasil warna nya jelas bahan nya juga lembut""","",""
"https://www.google.com/maps/place/Cronos+Instant+Print+%28Digital+Printing+Bandung%29/data=!4m7!3m6!1s0x2e68e61854e9cd8b:0x82a2584ea04e9b77!8m2!3d-6.9207269!4d107.5934293!16s%2Fg%2F1hm2n_qm8!19sChIJi83pVBjmaC4Rd5tOoE5YooI?authuser=0&hl=id&rclk=1","Cronos Instant Print (Digital Printing Bandung)","4,6","(237)","Toko Percetakan","·","Jl. Cibadak No.282","Tutup","· Buka Sen pukul 08.00","·","(022) 20576513","https://cronosprinting.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""cetak stiker meteran, bikin katalog, pake foil, emboss, ahh!!""","",""
"https://www.google.com/maps/place/Print%27Q/data=!4m7!3m6!1s0x2e68e70ae5302d8b:0xd1b8f536f964b8f!8m2!3d-6.8927337!4d107.5949608!16s%2Fg%2F11mwgrsshy!19sChIJiy0w5QrnaC4Rj0uWb1OPGw0?authuser=0&hl=id&rclk=1","Print'Q","","","Toko Percetakan","·","Jl. Sukagalih No.1A","·","Tutup","","0812-2626-0554","","","Rute","","","","Pesan antar","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/PRINT+39+SPANDUK%28Digital+PRINTING%29/data=!4m7!3m6!1s0x2e68e61b972fcd9b:0xe8b09d225f02261d!8m2!3d-6.9224844!4d107.589875!16s%2Fg%2F11fz9wp3w4!19sChIJm80vlxvmaC4RHSYCXyKdsOg?authuser=0&hl=id&rclk=1","PRINT 39 SPANDUK(Digital PRINTING)","4,5","(11)","Kantor Perusahaan","·","Jl. Pagarsih No.151","·","Tutup","","0853-1701-6895","","","Rute","","","","","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/Glowink+Print/data=!4m7!3m6!1s0x2e68e62200ec3605:0x1f6e19e557aa8877!8m2!3d-6.9233932!4d107.5979887!16s%2Fg%2F11d_psfq04!19sChIJBTbsACLmaC4Rd4iqV-UZbh8?authuser=0&hl=id&rclk=1","Glowink Print","4,9","(137)","Layanan cetak digital","·","·","Tutup","· Buka Sen pukul 09.00","Jl. Pagarsih No.5c","0811-2222-2845","https://glowinkprint.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Temoat cetak terbaik, selalu dibantu setting ketika ada kesalahan setting""","","·"
"https://www.google.com/maps/place/BPC+Bintang+Print+Com/data=!4m7!3m6!1s0x2e68e7996f102087:0xd2a267c0a0df6ba5!8m2!3d-6.9177781!4d107.6265347!16s%2Fg%2F11ssdqfwps!19sChIJhyAQb5nnaC4RpWvfoMBnotI?authuser=0&hl=id&rclk=1","BPC Bintang Print Com","5,0","(39)","Jasa Reparasi Printer","·","3JJG+VJ9 Jl. Ahmad Yani 238 Jaya Plaza Lt.1 Blok E No .1, Patokan toko dekat eskalator","Tutup","· Buka Sen pukul 09.00","·","0858-7870-0989","https://wa.me//6285878700989","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""langganan banget service","print",""
"https://www.google.com/maps/place/Arzean+Print+Cabang+jaya+plaza/data=!4m7!3m6!1s0x2e68e72f38778fc5:0x6dd3a4a46088cbf9!8m2!3d-6.9180169!4d107.6266983!16s%2Fg%2F11r8sbf_3t!19sChIJxY93OC_naC4R-cuIYKSk020?authuser=0&hl=id&rclk=1","Arzean Print Cabang jaya plaza","5,0","(2)","Kantor Perusahaan","·","Jaya Plaza, Jl. A. Yani No.238","·","Tutup","","0812-2414-9939","","","Rute","","","","","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/Mulya+Print/data=!4m7!3m6!1s0x2e68e6247fb2d58d:0xdd97f1ede0391876!8m2!3d-6.9188037!4d107.585713!16s%2Fg%2F1pzthw28c!19sChIJjdWyfyTmaC4Rdhg54O3xl90?authuser=0&hl=id&rclk=1","Mulya Print","4,5","(134)","Layanan cetak digital","·","·","Jl. Jend. Sudirman No.539","Tutup","·","(022) 6015559","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pusat perctakan yg bisa di tuguu""","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/fajar+fotocopy+%26+print,+dan+kost-kostan/data=!4m7!3m6!1s0x2e68e717da1eda13:0x6715e52f6051531a!8m2!3d-6.9255498!4d107.5942663!16s%2Fg%2F11vdh25791!19sChIJE9oe2hfnaC4RGlNRYC_lFWc?authuser=0&hl=id&rclk=1","fajar fotocopy & print, dan kost-kostan","4,5","(4)","Percetakan Komersial","·","3HFV+QPJ, Jl. Babakan Irigasi, RT.kaler rt13/RW.01","·","Segera tutup","","0812-2365-1880","","","Rute","","","","","","· 21.00 · Buka Sen pukul 06.00"
"https://www.google.com/maps/place/KendDigi+Print/data=!4m7!3m6!1s0x2e68e7b76e90670f:0xd4b8fdc0b033d7c1!8m2!3d-6.9031402!4d107.6325444!16s%2Fg%2F11btl_rp9h!19sChIJD2eQbrfnaC4RwdczsMD9uNQ?authuser=0&hl=id&rclk=1","KendDigi Print","4,7","(6)","Toko Spanduk","·","Jl. Brig Jend. Katamso No.53, RT.02/RW.09","·","Tutup","","(022) 70029105","","","Rute","","","","Pesan antar","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/Kamola+Print+PT/data=!4m7!3m6!1s0x2e68e62e38f0a9e1:0x38ec309f8f56e2a8!8m2!3d-6.9184118!4d107.6102994!16s%2Fg%2F11ggz5rkxv!19sChIJ4anwOC7maC4RqOJWj58w7Dg?authuser=0&hl=id&rclk=1","Kamola Print PT","4,4","(7)","Pencetak Label Khusus","·","Jl. Kejaksaan No.9","·","Tutup","","0815-6043-359","","","Rute","","","","","","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Rise+print+sablon/data=!4m7!3m6!1s0x2e68e7ab2d4e0b2d:0x93abbc2b35e6f171!8m2!3d-6.8889767!4d107.634797!16s%2Fg%2F11r_tmf7zf!19sChIJLQtOLavnaC4RcfHmNSu8q5M?authuser=0&hl=id&rclk=1","Rise print sablon","5,0","(1)","Toko","·","4J6M+CW3, Gg. Bojong Mekar","·","Tutup","","0821-2138-7308","","","Rute","","","","Pesan antar","","· Buka Sen pukul 00.00"
"https://www.google.com/maps/place/Print+Sublim+digital.2/data=!4m7!3m6!1s0x2e68e7000b3dd717:0xddd5de39242cf499!8m2!3d-6.8837086!4d107.630296!16s%2Fg%2F11y31h5s25!19sChIJF9c9CwDnaC4RmfQsJDne1d0?authuser=0&hl=id&rclk=1","Print Sublim digital.2","","","Printer Digital","·","4J8J+F47, Jl. Cigadung Raya Tengah","·","Tutup","","0811-210-179","","","Rute","","","","","","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Lodaya+Print/data=!4m7!3m6!1s0x2e68e967a7f8507d:0x6d19458d74fc62a5!8m2!3d-6.9296186!4d107.6199226!16s%2Fg%2F11hdsc4v13!19sChIJfVD4p2fpaC4RpWL8dI1FGW0?authuser=0&hl=id&rclk=1","Lodaya Print","4,6","(103)","Percetakan Komersial","·","Jl. Lodaya No.25","Tutup","· Buka Sen pukul 09.00","·","0821-2017-1050","https://lodayaprint.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ngeprintnya slalu ada bercak tintanya, jd gk rapi..sayang bgt.""","",""
"https://www.google.com/maps/place/Laras+Photo+%26+Video+Shooting/data=!4m7!3m6!1s0x2e68e7cc2d603c71:0x93e2943df0dffc00!8m2!3d-6.9146196!4d107.6266163!16s%2Fg%2F11gz7mfzh!19sChIJcTxgLcznaC4RAPzf8D2U4pM?authuser=0&hl=id&rclk=1","Laras Photo & Video Shooting","4,7","(33)","Toko Percetakan","·","Jl. Anggrek, RW.1","Tutup","· Buka Sen pukul 08.00","·","0838-2886-660","https://www.tokopedia.com/geraiprintbandung","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tapi hasil printnya jadi agak gelap yaa.. Apa karena dilaminasi?""","",""
"https://www.google.com/maps/place/Fahat+Store+Digital+Printing/data=!4m7!3m6!1s0x2e68e10007b92c05:0x56d0d870e9774b8b!8m2!3d-6.8400624!4d107.6042117!16s%2Fg%2F11vs9tcshp!19sChIJBSy5BwDhaC4Ri0t36XDY0FY?authuser=0&hl=id&rclk=1","Fahat Store Digital Printing","","","Toko Fotokopi","·","5J53+XMG, Jl. Cirateun Peuntas","","","","","","","Rute","","","","","",""
"https://www.google.com/maps/place/Smart+Print/data=!4m7!3m6!1s0x2e68e62c305f4f59:0x9dd5f4d0fabba2e4!8m2!3d-6.920782!4d107.616534!16s%2Fg%2F1hc77cqnd!19sChIJWU9fMCzmaC4R5KK7-tD01Z0?authuser=0&hl=id&rclk=1","Smart Print","","","Bandung Electronic Mall, Upper Ground, Blok E No. 7, JL. Naripan No. 89, Bandung, 40112","","","","","","0815-7126-674","","","Rute","","","","","",""
"https://www.google.com/maps/place/Selimut+Print/data=!4m7!3m6!1s0x2e69f5816a4acbf9:0xe6fbb00ece9228da!8m2!3d-6.9022151!4d107.5943261!16s%2Fg%2F11b7q10sbc!19sChIJ-ctKaoH1aS4R2iiSzg6w--Y?authuser=0&hl=id&rclk=1","Selimut Print","","","Toko Selimut","·","Jl. Tr. Dursasana No.45","Tutup","· Buka Sen pukul 10.00","","","http://www.tokopedia.com/selimutprint","","Situs Web","","Rute","","Pesan antar","",""
"https://www.google.com/maps/place/RDC+print+%26+cut/data=!4m7!3m6!1s0x2e68e755238bb79f:0x1395b7d390bb352b!8m2!3d-6.9017637!4d107.6330528!16s%2Fg%2F11n3l0r90s!19sChIJn7eLI1XnaC4RKzW7kNO3lRM?authuser=0&hl=id&rclk=1","RDC print & cut","","","Toko Percetakan","·","Jl. Cisokan Baru","·","Tutup","","0831-6335-0818","","","Rute","","","","","","· Buka Sen pukul 08.00"
"","","","","","","","","","","","","","","","","","","",""
