"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/Apotek+Kimia+Farma+Abdul+Rahman+Saleh/data=!4m7!3m6!1s0x2e68e6169891471f:0x50bb4d3d06280068!8m2!3d-6.907689!4d107.5840197!16s%2Fg%2F1v5ds060!19sChIJH0eRmBbmaC4RaAAoBj1Nu1A?authuser=0&hl=id&rclk=1","Apotek Kimia Farma Abdul Rahman Saleh","4,4","(260)","Apotek","·","Jl. Abdul Rahman Saleh No.39","Buka","·","· Tutup pukul 22.00","0811-2157-647","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""apoteker nya ramah dan dokternya baik,obat nya lengkap""","http://kimiafarmaapotek.co.id/","","Rute","",""
"https://www.google.com/maps/place/Borromeus+Children+Medical+Center/data=!4m7!3m6!1s0x2e68e65105bde60b:0x7f973593fac87180!8m2!3d-6.8939501!4d107.6133649!16s%2Fg%2F1hm22jxd4!19sChIJC-a9BVHmaC4RgHHI-pM1l38?authuser=0&hl=id&rclk=1","Borromeus Children Medical Center","3,7","(63)","Rumah Sakit Anak","·","·","Tutup","·","· Buka Sen pukul 07.00","(022) 2552001","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ruangannya nyaman, suster dan dokter nya ramah, helpful""","https://rsborromeus.com/rehabilitasi/","","Rute","","Jl. Ir. H. Juanda No.100"
"https://www.google.com/maps/place/Apotek+Ratu+Farma/data=!4m7!3m6!1s0x2e68e63d70ea1117:0xc8dacffb209c3a24!8m2!3d-6.9161979!4d107.5987163!16s%2Fg%2F1hm2wwftq!19sChIJFxHqcD3maC4RJDqcIPvP2sg?authuser=0&hl=id&rclk=1","Apotek Ratu Farma","3,9","(27)","Apotek","·","Jl. Kebon Jati No.106","Tutup","· Buka Sen pukul 10.00","·","0812-8340-7682","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""-printing sublime
-sablon dtf
-cutting polyflex
-konveksi""","","","","",""
"https://www.google.com/maps/place/Apotik+Perintis/data=!4m7!3m6!1s0x2e68e63ca463b81f:0x3e93b8c06ca40cdb!8m2!3d-6.9165024!4d107.602982!16s%2Fg%2F1pzrh3r_l!19sChIJH7hjpDzmaC4R2wykbMC4kz4?authuser=0&hl=id&rclk=1","Apotik Perintis","4,1","(754)","Apotek","·","Jl. Pasar Barat No.4, RW.6","Tutup","·","· Buka Sen pukul 08.00","(022) 4200880","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""...
Sukses terus buat","https://instagram.com/apotek_perintis.bdg?igshid=YTQwZjQ0NmI0OA==","","Rute","",""
"https://www.google.com/maps/place/Apotek+Keluarga+Kita/data=!4m7!3m6!1s0x2e68e724e3c55a0d:0xce070cc7ba962f58!8m2!3d-6.8817867!4d107.583937!16s%2Fg%2F11sbcsz6l0!19sChIJDVrF4yTnaC4RWC-WuscMB84?authuser=0&hl=id&rclk=1","Apotek Keluarga Kita","3,7","(29)","Apotek","·","Komplek Ruko Setrasari Megasquare, Jl. Terusan Sutami No.15 no A","Buka","· Tutup pukul 20.00","·","0813-6788-8568","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan bagus orgnya baik baikk dan harga obat nya paling murah mantapp""","","","","",""
"https://www.google.com/maps/place/Apotek+Cikapundung/data=!4m7!3m6!1s0x2e68e6250b204e1d:0x7bba134afd5ac9ba!8m2!3d-6.9204306!4d107.6079712!16s%2Fg%2F1hc4wjnm6!19sChIJHU4gCyXmaC4Rusla_UoTuns?authuser=0&hl=id&rclk=1","Apotek Cikapundung","4,4","(45)","Apotek","·","Jl. Cikapundung Barat No.1","Tutup","· Buka Sen pukul 09.00","·","(022) 4232681","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""recomended untuk yg punya gangguan lambung
dr.""","","","","",""
"https://www.google.com/maps/place/Apotek+Mitra+Sehati/data=!4m7!3m6!1s0x2e68e7e408fc8ce9:0xc134e25038000bf6!8m2!3d-6.8919115!4d107.6247099!16s%2Fg%2F11fnrf4bq7!19sChIJ6Yz8COTnaC4R9gsAOFDiNME?authuser=0&hl=id&rclk=1","Apotek Mitra Sehati","5,0","(8)","Apotek","·","Jl. Sadang Serang No.28","Tutup","· Buka Sen pukul 08.00","·","0895-2728-1926","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apotik nya di Deket pasar Sadang Serang...""","","","","",""
"https://www.google.com/maps/place/APOTEK+MITRA+SEHAT+MEDIKA/data=!4m7!3m6!1s0x2e68e700562ce69f:0x26f235c94043d3fb!8m2!3d-6.9189312!4d107.6193436!16s%2Fg%2F11yjflgzq0!19sChIJn-YsVgDnaC4R-9NDQMk18iY?authuser=0&hl=id&rclk=1","APOTEK MITRA SEHAT MEDIKA","5,0","(7)","Apotek","·","Jl. Baranang Siang No.61","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","",""
"https://www.google.com/maps/place/Kunik+%26+Apotek+Sehat+Mandiri/data=!4m7!3m6!1s0x2e68e672befb7b6f:0x985b108e39763ec3!8m2!3d-6.9075479!4d107.584731!16s%2Fg%2F11bzrl54xr!19sChIJb3v7vnLmaC4Rwz52OY4QW5g?authuser=0&hl=id&rclk=1","Kunik & Apotek Sehat Mandiri","2,4","(9)","Apotek","·","Jl. Abdul Rahman Saleh No.23","Buka","· Tutup pukul 21.00","","","","Rute","","","","","","",""
"https://www.google.com/maps/place/Apotik+Sayfu+Shop+Bandung/data=!4m7!3m6!1s0x2e68e91126c545d1:0xecf75776f5f21f5d!8m2!3d-6.930916!4d107.6410705!16s%2Fg%2F11ymlmxqc0!19sChIJ0UXFJhHpaC4RXR_y9XZX9-w?authuser=0&hl=id&rclk=1","Apotik Sayfu Shop Bandung","5,0","(2)","Apotek","·","3J9R+JCG, Jl. Gatot Subroto No.383","Buka 24 jam","","·","0859-4569-7737","","Rute","","Belanja di toko","","","","",""
"https://www.google.com/maps/place/Apotik+ABC/data=!4m7!3m6!1s0x2e68e624c5119553:0x1de1df5ec997323a!8m2!3d-6.9187908!4d107.6057078!16s%2Fg%2F1v27g46h!19sChIJU5URxSTmaC4ROjKXyV7f4R0?authuser=0&hl=id&rclk=1","Apotik ABC","4,0","(130)","Apotek","·","·","Tutup","·","· Buka Sen pukul 08.00","(022) 4206887","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.honestdocs.id/apotik/apotik-abc-bandung","","Rute","","Jl. ABC No.38"
"https://www.google.com/maps/place/Apotek+Sukagalih/data=!4m7!3m6!1s0x2e68e72226baf1e9:0x3148efec4d0c01cc!8m2!3d-6.8930359!4d107.5902576!16s%2Fg%2F11vbjyy3bj!19sChIJ6fG6JiLnaC4RzAEMTezvSDE?authuser=0&hl=id&rclk=1","Apotek Sukagalih","4,1","(14)","Apotek","·","Jl. Sukagalih No.110","Tutup","· Buka Sen pukul 08.00","·","0855-2074-2939","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","",""
"https://www.google.com/maps/place/Apotek+Bunga+Medika/data=!4m7!3m6!1s0x2e68e72cc300e1b7:0x78f79cb0bfcdecb2!8m2!3d-6.9112244!4d107.6024127!16s%2Fg%2F11h8mrctb_!19sChIJt-EAwyznaC4RsuzNv7Cc93g?authuser=0&hl=id&rclk=1","Apotek Bunga Medika","3,4","(33)","Apotek","·","Jl. Marjuk No.20","Tutup","· Buka Sen pukul 08.00","·","0878-1555-1145","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanan lewat wa nya fast respon banget.""","","","","",""
"https://www.google.com/maps/place/Apotek+Adista/data=!4m7!3m6!1s0x2e68e7b381c6780f:0x842439d3574b8f56!8m2!3d-6.9016625!4d107.6245337!16s%2Fg%2F1hm21yc9y!19sChIJD3jGgbPnaC4RVo9LV9M5JIQ?authuser=0&hl=id&rclk=1","Apotek Adista","4,4","(9)","Apotek","·","Jl. Citarum No.39","Tutup","· Buka Sen pukul 08.00","·","(022) 7103821","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya agak bersih nyaman tidak terlalu besar.""","","","","",""
"","","","","","","","","","","","","","","","","","","",""
