"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","W4Efsd 6","M4A5Cf"
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari/data=!4m7!3m6!1s0x2e7a59b26eb1d505:0xfc25f4d630505e40!8m2!3d-7.753002!4d110.3704146!16s%2Fg%2F11v0dv2b5y!19sChIJBdWxbrJZei4RQF5QMNb0Jfw?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari","3,5","(20)","·","Rp 1–25.000","Restoran","·","","·","69WC+Q5V, Gg. Intan","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget sama murah,
Ini udah ganti pemilik ternyata, pantesan enak""","","","",""
"https://www.google.com/maps/place/WARTEG+A%26D+BAHARI/data=!4m7!3m6!1s0x2e7a59004a2234ed:0x191c8e48af7a88a1!8m2!3d-7.7548347!4d110.399133!16s%2Fg%2F11wh3b0lfb!19sChIJ7TQiSgBZei4RoYh6r0iOHBk?authuser=0&hl=id&rclk=1","WARTEG A&D BAHARI","4,6","(21)","·","Rp 1–25.000","Indonesia","·","","·","Jl. Anggajaya 2 No.15","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgzsPiblf4muQaodhleBMt-cCiX3gsRKLcfb7S5kmbKaGilGm24FNN8cfYw-Ob36ceSUA5aU-51aArdelZ7gcFuR6El22HHG45Yx5uTyMkWqx25cEfh7OnXmP2HxSsOBOxl5rC=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanan nya enak by:ORANG SENANG""","","","",""
"https://www.google.com/maps/place/Warteg+Putra+Bahari+HD+Seturan/data=!4m7!3m6!1s0x2e7a5900678c013f:0x18b9df8c4ce304f2!8m2!3d-7.76467!4d110.4110125!16s%2Fg%2F11y3vt1z0p!19sChIJPwGMZwBZei4R8gTjTIzfuRg?authuser=0&hl=id&rclk=1","Warteg Putra Bahari HD Seturan","5,0","(3)","","","Indonesia","·","","Ruko, Gg. Puluhdadi Jl. Seturan Raya No.B2 Blok A2","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTcPKaZQ9e566aV-MDBur76k7ksZLw1EIb3rxdZm8k8Os3BJhWwsHU3qzH_U50oaWLsOlorpL_tEW7kd5xnfZ2TxZfWe1tWZp8LRlZsATK-GRKc4Rq5nJO5N-DAraiyVt-mCkL=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/Warteg+Mukti+Bahari+Seturan/data=!4m7!3m6!1s0x2e7a590062356e87:0xd18a73b71187b87e!8m2!3d-7.7699814!4d110.4096754!16s%2Fg%2F11y8zt_zs6!19sChIJh241YgBZei4RfriHEbdzitE?authuser=0&hl=id&rclk=1","Warteg Mukti Bahari Seturan","3,4","(38)","·","Rp 1–25.000","Nasi","·","","Ruko Villa Indah, Jl. Raya Kledokan Jl. Seturan Raya Blok C1","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSPkfRKnB3NIAFS_4gExFWvkuLaUgeL8dI64rOd6TgnvFVje0JMBmdRrmk5Kz_TI7Ls1GCq9ID8_KYU4i2Ix4dEQLAA9W0MZ2kYIG6dMG2qKw37QSm0-6E1hY-RM-BIKEUhkak=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan ramah ,Murah , makanan enak,nyaman ,dan aman di kantong.""","","","",""
"https://www.google.com/maps/place/Warteg+Mukti+Bahari+Mrican/data=!4m7!3m6!1s0x2e7a5945f427ec7f:0x3dcac194040cbc!8m2!3d-7.7757943!4d110.3924939!16s%2Fg%2F11y8d5gqbz!19sChIJf-wn9EVZei4RvAwElMHKPQA?authuser=0&hl=id&rclk=1","Warteg Mukti Bahari Mrican","5,0","(7)","","","Nasi","·","","Jl. Mrican Baru No.27a","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEOifUBzZ30ZOlwTglG6zCE8vh7utncHA4EKoEBQM_Eg_fqP0Xtf9DfemRZsUyP6ZBHqzS15M1Td6ntzdbkvxpQKpMIqLZAYUtJn42gPFLXr4hHMBN3v_Ve5Z2l5iB3qIPOf4nJ-w=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wartegnya bersih pelayannya ramah tamah TOP BNGT POKOKNYA""","","","",""
"https://www.google.com/maps/place/Warteg+Mukti+Bahari+Gejayan/data=!4m7!3m6!1s0x2e7a59d12080e56b:0x2507864878c15e2f!8m2!3d-7.7655766!4d110.3922156!16s%2Fg%2F11y8lvrz0y!19sChIJa-WAINFZei4RL17BeEiGByU?authuser=0&hl=id&rclk=1","Warteg Mukti Bahari Gejayan","5,0","(1)","","","Nasi","·","","Jl. Affandi","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_OqLBllbpIdgCipnhcXZcyRNdqn_-vpzDguScVXX7Bb3Hn-W6MYxCbakGggOQPQcP0a9dTLbrmRfetESFeZeOHBC5kA_vwLydnkJKLYrJ8fS-bt5YogOaaBJWxw2kedWo2g_D=w122-h92-k-no","","Makan di tempat","","","",""
"https://www.google.com/maps/place/Warung+Makan+Bu+Broto/data=!4m7!3m6!1s0x2e7a5835c65a20d3:0xd54fbe0858f7657f!8m2!3d-7.7769141!4d110.37389!16s%2Fg%2F11cs2wmdz3!19sChIJ0yBaxjVYei4Rf2X3WAi-T9U?authuser=0&hl=id&rclk=1","Warung Makan Bu Broto","4,5","(220)","·","Rp 1–25.000","Jawa","·","","","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBKN2jiX2TECPa0Q594JSil9u5lluOmmxMljMdISTDAjX3P4KfbGO4KF56_C1sztDaHGBqpIefH_Wxu0bqDUyqvNLeXXYY6WUnleeZhMh43I35ANCZ6tbkxfg2cdiTVqT9QmDL=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Belum pernah makan ditempat seringnya beli bungkus makan dirumah.""","","","· Buka Sen pukul 08.00",""
"https://www.google.com/maps/place/Warung+Ijo/data=!4m7!3m6!1s0x2e7a59cbb10efc59:0xb2d573ca3907eb86!8m2!3d-7.7776147!4d110.3826059!16s%2Fg%2F11dxrzsz2w!19sChIJWfwOsctZei4RhusHOcpz1bI?authuser=0&hl=id&rclk=1","Warung Ijo","4,7","(132)","·","Rp 1–25.000","Jawa","·","","·","Jl. Samirono CT VI No.82","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEet1_TohNc1tq0avVO_qQubsPa82yYS_IozOciDIVOoM1P1izvc2zMNXHax6mEPr8bgX4i4_RcdatZlW6G1oYFBRCtKJpzaZjpyEw90PfSXzmQiGGggPVN0UDbXl7wmZxikPg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomendasi warung makan harga murah dengan menu rumahan.""","","","· Buka Sen pukul 09.00",""
"https://www.google.com/maps/place/Warteg+Eman+Bahari/data=!4m7!3m6!1s0x2e7a5900755e3bff:0x5f55c21db21a15c0!8m2!3d-7.7905351!4d110.3984225!16s%2Fg%2F11wh0g_2q1!19sChIJ_ztedQBZei4RwBUash3CVV8?authuser=0&hl=id&rclk=1","Warteg Eman Bahari","4,4","(5)","·","Rp 1–25.000","Brunch","·","","·","Jl. Sorowajan Baru No.2a","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOoYHoQUwjRwiTE9BIzWWbNKu7UY8Jiut8QRndhuqHy1_nmtPUTg-KqLlwbsxvoT3lL01gYdjXqhrrKXS_zkylAvFk3xwbOoftrLoeAFbsKMcYqcSB0h5hrK-GDTXjKkaijQLu=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""dr segi makanan enak.""","","","",""
"https://www.google.com/maps/place/Warteg+Berlian+Bahari/data=!4m7!3m6!1s0x2e7a59001408eb4b:0x7beffae59b7f9679!8m2!3d-7.7782997!4d110.3696017!16s%2Fg%2F11vzy423wt!19sChIJS-sIFABZei4ReZZ_m-X673s?authuser=0&hl=id&rclk=1","Warteg Berlian Bahari","3,8","(24)","·","Rp 1–25.000","Restoran","·","","69C9+MRV","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2jfogKy0SkdSnQh8eqo9MacqICBJdJ8omW43MmREjrRh2eCqMx-O6rLf5hf2w2EV4QT8jRdXyecBvvUwgmFKbdu-rjjPMKZLdnPPZ-EHgGeCBefb9A3ASHBCL5h7fgAiFCYM=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak,murah lagi 😍😍""","","","",""
"https://www.google.com/maps/place/WarTeg+Paradise+Bahari+Nologaten/data=!4m7!3m6!1s0x2e7a59a4efbecd67:0x47a6ddb6d0bc093c!8m2!3d-7.7759504!4d110.4004969!16s%2Fg%2F11l1spvng9!19sChIJZ82-76RZei4RPAm80Lbdpkc?authuser=0&hl=id&rclk=1","WarTeg Paradise Bahari Nologaten","2,4","(9)","","","Indonesia","·","","Jl. Nologaten No.72","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEM4fxmmIfZH9t9TZb-9MqzJw43mqqeH_Ei_AERNygA6vMJ4hwZw9X7QfVAf7B-Etrdsr__rIyEPitNfxnR7UaxnLyIMhnZhW2oKNHuNP4wFJivA_RHzPQpJn7N2xjMR_v0i-3KCg=w163-h92-k-no","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/WARTEG+NIRWANA+BAHARI/data=!4m7!3m6!1s0x2e7a590004947e5f:0x39de4b512d8e3a35!8m2!3d-7.7557753!4d110.3767642!16s%2Fg%2F11y14d7jwd!19sChIJX36UBABZei4RNTqOLVFL3jk?authuser=0&hl=id&rclk=1","WARTEG NIRWANA BAHARI","","","","","Indonesia","·","","69VG+MPJ, Jl. Pandega Marta","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D585X3obIJ_TRwF-yuYvfA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=24.374123&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/Warteg+Putra+Bahari/data=!4m7!3m6!1s0x2e7a594d26e021c1:0xaf2a8b2b9bcc2f48!8m2!3d-7.7733117!4d110.3896349!16s%2Fg%2F11vfb66w20!19sChIJwSHgJk1Zei4RSC_MmyuLKq8?authuser=0&hl=id&rclk=1","Warteg Putra Bahari","3,7","(46)","·","Rp 1–25.000","Tegal","·","","·","69GQ+MVC, Jl. Affandi","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGr3RyRNaGTJSffJapXcg4rFREmV_HC4PoLQGsUuXanR-O_b26eJKGjbCF0wGAcsHKGSdO-I5OMzA43b_AYutFzXNMxMgsg64qvlOHMBVwJwPSJ2xGhvc-cE3K6GV_cuI-oFh_eZFV-wrs=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""cukup oke, pelayanan dan menu khas","warteg","pada umumnya""","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+Premiere+Condongcatur/data=!4m7!3m6!1s0x2e7a590015d9eafd:0x220bb3a6282fe453!8m2!3d-7.7520624!4d110.400334!16s%2Fg%2F11vqp8l6vv!19sChIJ_erZFQBZei4RU-QvKKazCyI?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari Premiere Condongcatur","3,3","(22)","·","Rp 1–25.000","Indonesia","·","","6CX2+54G, Jl. Anggajaya 2","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKKkuhxn0W0lvaKYp2Sf3mcjDBjU1cHYk5IsiJ3yYzAdQa37HrdEIUrvq08nT_XNbJhtIM92EnL97K1h2-p5SZK0_-pr86GQkMRADA3k0XrNbYjt94t-jTFFWRvlWCNgFZAaWk4DMujJmT=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakannya enak harganya terjangkau""","","","",""
"https://www.google.com/maps/place/WARTEG+PUTRA+BAHARI+322/data=!4m7!3m6!1s0x2e7a590072be670d:0xb74bbde8ca843c25!8m2!3d-7.7866771!4d110.3949209!16s%2Fg%2F11vyvz6td4!19sChIJDWe-cgBZei4RJTyEyui9S7c?authuser=0&hl=id&rclk=1","WARTEG PUTRA BAHARI 322","3,8","(31)","·","Rp 1–25.000","Tegal","·","","·","Jl. Timoho No.53, RW.02","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIPaXte8rGdHUepHNNh2XgdfZvpvsY80ykhq3QpPAXGh4s9QFXnc7WGLCtNVj3gJVq868cBCPRmZGlyouqxWvq18OEYhEIjY4cfc-YimYxBEnEBBpYJjU2i30q0sl9_kAGSYU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""1. Suasana, Tergolong kurang lebih sama dengan","warteg","pada umumnya.""","",""
"https://www.google.com/maps/place/Warteg+Ay/data=!4m7!3m6!1s0x2e7a59ec79177cc3:0xaf8e2d956501a763!8m2!3d-7.7763285!4d110.4085678!16s%2Fg%2F11y7smdfl9!19sChIJw3wXeexZei4RY6cBZZUtjq8?authuser=0&hl=id&rclk=1","Warteg Ay","3,3","(3)","","","Restoran","","","","","Buka 24 jam","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3d8x5f4yDNMkTvKfcdCYGA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=86.51351&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/Warteg+25+Jam/data=!4m7!3m6!1s0x2e7a591c5029cb2f:0xf6a33a8ce4fd41f4!8m2!3d-7.7620472!4d110.3776558!16s%2Fg%2F11vhk3c8f0!19sChIJL8spUBxZei4R9EH95Iw6o_Y?authuser=0&hl=id&rclk=1","Warteg 25 Jam","3,0","(2)","","","Restoran","·","","69QH+52Q, Gg. Siti Sonya","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAENcC64yTsGtcCO9oXeKg-IVdqaFM-WyV6cGeXJ6msqsq6e9NwKk2CEGrKH-dyxSTUQfctNwtDeKV99Qm2WC1WGWky1HzRtW0FmZOwvmGhsINFRapKxlrZ3g5SCnRE-F0gIPF1V=w122-h92-k-no","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/Warteg+Putra+Bahari/data=!4m7!3m6!1s0x2e7a592892171875:0x6ebca8fdf628715e!8m2!3d-7.7736409!4d110.4108827!16s%2Fg%2F11v9_s8_zw!19sChIJdRgXkihZei4RXnEo9v2ovG4?authuser=0&hl=id&rclk=1","Warteg Putra Bahari","4,2","(17)","·","Rp 1–25.000","Tegal","·","","·","Ruko Babasari, Jl. Raya Kledokan No.41","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAaPB0JlQpba8OK6mCFXkpBnHiEZjXpIXY_LxZfUyLiIqSvrW34fYwKl5IBuhQJLQ7ifWHvULZdzuzWrK76GWcspixDnjvf_OVwvCeLgZO_qIJJs7l6HTOyuiy65WGhBqrbBTp=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Warteg","yang bersih dan lengkap menunya.""","",""
"https://www.google.com/maps/place/Warteg+%26+jus+buah+Bu+tumiyem/data=!4m7!3m6!1s0x2e7a594b5f0f1d2d:0x874ead1d0baa4d3f!8m2!3d-7.7889164!4d110.3737313!16s%2Fg%2F11kqdmytbf!19sChIJLR0PX0tZei4RP02qCx2tToc?authuser=0&hl=id&rclk=1","Warteg & jus buah Bu tumiyem","5,0","(1)","","","Brunch","·","","Jl. Krasak barat","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5u8jSlgOTWErTUXOC7elupRYEtZv89HWJHvNhmJuXdTUdRO8t1NHKFe1gNjWAQC8PSX5GOri-uMK-EN0-grInEy3zgrq8Y-80NQgeZ1CX9ABanLx7DaJZN1UJvkU2pwcD93s=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Warung sejuk nyaman
Harga terjangkau""","","","· Buka Sen pukul 06.00",""
"https://www.google.com/maps/place/Warteg+Cell/data=!4m7!3m6!1s0x2e7a59dbcbaf7a6f:0x72aeeb5bb887ba13!8m2!3d-7.7883573!4d110.3938353!16s%2Fg%2F1pzx5n32q!19sChIJb3qvy9tZei4RE7qHuFvrrnI?authuser=0&hl=id&rclk=1","Warteg Cell","5,0","(5)","","","Toko Ponsel","·","","Jl. Timoho No.110","","Buka","https://lh3.googleusercontent.com/gps-proxy/ALd4DhFsaLr3RjwVvzZrWFEcnlYUxS-7EkWo6RVtlgJnZLExS_6wZyA9eLzwz3URAMl2iMPdoakovZhXNRqE_hPgFxO5kcl_0f66HVymVMwiUdjsaQcqHrXHs8zp24H6i8YGXQzROuEoY2QnU1el9zX1bq5GcZKdvxJwYLzBinAeQ27GRVdaqOJhKHjMSA_uLYkZ7JgOKCg=w122-h92-k-no","","","","","· Tutup pukul 23.00",""
"https://www.google.com/maps/place/WARTEG+PARADISE+BAHARI/data=!4m7!3m6!1s0x2e7a59899d70aa19:0xf15aefa7bbea2dbb!8m2!3d-7.7841691!4d110.3998693!16s%2Fg%2F11sw372qhc!19sChIJGapwnYlZei4Ruy3qu6fvWvE?authuser=0&hl=id&rclk=1","WARTEG PARADISE BAHARI","2,7","(10)","","","Restoran","·","","·","Jl. Ambar Asri No.334","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHF3PgYwzHAoOMlu5zCM6ogm78m1AKkktfKjTamu0uuHa7BM-nxPVqaqEIIE63JojiOIUiNsP5oZGIncwB8T9KbiFY9sZ5Q0sLH2s64st1ysw8D8uWL4zH1IVMAPD5FxlNVVeE0=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga standar kaya","warteg","biasanya, esteh nya jg gratis, lumayan lah""","",""
"https://www.google.com/maps/place/Warteg+Bu+Murni/data=!4m7!3m6!1s0x2e7a5970b447d9e3:0xac2e21748930e530!8m2!3d-7.779666!4d110.3767191!16s%2Fg%2F11tf0wvrbq!19sChIJ49lHtHBZei4RMOUwiXQhLqw?authuser=0&hl=id&rclk=1","Warteg Bu Murni","","","","","Dapur Umum","·","","Jl. Kartini No.1-104","","Buka","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pN6R9HRXtqA4I9JRFw4gVg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=1.0183015&pitch=0&thumbfov=100","","","","","· Tutup pukul 22.30",""
"https://www.google.com/maps/place/WARTEG+KHARISMA+BAHARI+JL.+PUNTODEWO/data=!4m7!3m6!1s0x2e7a57a6bfe35d59:0x67ba82f403ff8ef1!8m2!3d-7.7951369!4d110.3980695!16s%2Fg%2F11l2707m23!19sChIJWV3jv6ZXei4R8Y7_A_SCumc?authuser=0&hl=id&rclk=1","WARTEG KHARISMA BAHARI JL. PUNTODEWO","4,4","(17)","·","Rp 1–25.000","Rumah Makan","·","","Jl. Sorowajan","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdeYYfuRHXXwbki6inyHZbjhkiw4yaGIxOGAdx0vuNmGyC5ekaQtl9ODfOdCRlJEqeo7nLnVWjyOqjFRGN29bgYXpYD3uwZZG9UVUyIbJsYVOwYrn6hjnnA20OgZNsfgmxP_uS4Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak banget makanannya, recommended!""","","","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+By+Rizki/data=!4m7!3m6!1s0x2e7a59004b33d7ed:0x50e8586963e5f09c!8m2!3d-7.7508861!4d110.4100337!16s%2Fg%2F11wtmrk11y!19sChIJ7dczSwBZei4RnPDlY2lY6FA?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari By Rizki","2,0","(1)","","","Indonesia","·","","6CX5+MX4, Jl. Super Raya","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lp9Rg6biRTmgPYwtzT6NxQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=180.48012&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya pun mengonfirmasi kembali kepada ibu penjaga","warteg",".""","",""
"https://www.google.com/maps/place/Warteg+Selera+Bahari/data=!4m7!3m6!1s0x2e7a59c3237f52f1:0x60e96a2b4314426d!8m2!3d-7.7831136!4d110.3988365!16s%2Fg%2F11y74_ypgh!19sChIJ8VJ_I8NZei4RbUIUQytq6WA?authuser=0&hl=id&rclk=1","Warteg Selera Bahari","","","","","Restoran","·","","Jl. Laksda Adisucipto No.169, RW.02","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r2x2z8fkhJ3SqsZG2X7I7A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=8.84148&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/WARTEG+PUTRA+DAMAN/data=!4m7!3m6!1s0x2e7a5977cb348c11:0xe27505ed4e08da58!8m2!3d-7.751578!4d110.4113231!16s%2Fg%2F11mrzz7d7f!19sChIJEYw0y3dZei4RWNoITu0FdeI?authuser=0&hl=id&rclk=1","WARTEG PUTRA DAMAN","","","","","Restoran","","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_aUlUHEeoD6-tr21PWKvYQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=126.5024&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/Warteg+24/data=!4m7!3m6!1s0x2e7a591c28890d63:0xe2a54ca05feec84d!8m2!3d-7.7489075!4d110.3867525!16s%2Fg%2F11jdw_8j4b!19sChIJYw2JKBxZei4RTcjuX6BMpeI?authuser=0&hl=id&rclk=1","Warteg 24","4,3","(164)","·","Rp 1–25.000","Restoran","·","","·","km 6, Jl. Kaliurang No.17","Buka 24 jam","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mantaapp, makanan enak harga ramah di kantong""","","","",""
"https://www.google.com/maps/place/Warteg+Barokah+Bu+Atun/data=!4m7!3m6!1s0x2e7a59dee32bb181:0x518488211a6aa58f!8m2!3d-7.7763598!4d110.4005147!16s%2Fg%2F11fk13pg_p!19sChIJgbEr495Zei4Rj6VqGiGIhFE?authuser=0&hl=id&rclk=1","Warteg Barokah Bu Atun","4,6","(9)","","","Tegal","·","","·","Jl. Nologaten No.105","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvg1ddXc5ksyaBptGVjSC52vjimO6I-jqiDasLhaFxDArDVB2sBwIImiQEtUW-r4QIdWocb1uoeKsmWMYUYUE8SpM_DfjjkqSE0DedN5MFwR8lHBTumgUaMvhX5fW-qYWiGZfk=w80-h108-k-no","","Makan di tempat","Bawa pulang","Pesan antar","· Buka Sen pukul 05.45","·"
"https://www.google.com/maps/place/Warteg+mahasiswa/data=!4m7!3m6!1s0x2e7a592f629b3be9:0x5056780825ceb625!8m2!3d-7.7664147!4d110.3846279!16s%2Fg%2F11sgqgmjbt!19sChIJ6TubYi9Zei4RJbbOJQh4VlA?authuser=0&hl=id&rclk=1","Warteg mahasiswa","","","","","Brunch","·","","69MM+CVJ, Jl. Gambir","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4OMyuN5fRf7K7ZTdPq9CQg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=30.706038&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari/data=!4m7!3m6!1s0x2e7a59ea329985e7:0x42d24aa2e0174adb!8m2!3d-7.7570324!4d110.4228901!16s%2Fg%2F11sv3ddrhp!19sChIJ54WZMupZei4R20oX4KJK0kI?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari","4,1","(27)","·","Rp 1–25.000","Tegal","·","","Jl. Krodan No.11","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlvHfrPRsNHzMyp6iTUqDKWOnW0u5N0tHP0JkyefUsFTjsOuLyS7iqFXj3dCBASIzAqgmwLvF3ddJoT3GIixrEUY0m3LFgEBEwKTqdGWhtvpy-xfw63VfseNIZm6WzI9R2EYEG=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Seneng banget akhirnya udah ada","warteg","pas aku balik lagi ke Jogja.""","",""
"https://www.google.com/maps/place/Warteg+Bu+munawaroh/data=!4m7!3m6!1s0x2e7a598d13e6ca47:0x5ff4ea98b45cb2b5!8m2!3d-7.7889136!4d110.3719691!16s%2Fg%2F11fj10gk71!19sChIJR8rmE41Zei4RtbJctJjq9F8?authuser=0&hl=id&rclk=1","Warteg Bu munawaroh","4,0","(4)","","","Tegal","·","","·","696C+CQQ, Unnamed Road","Tutup","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a-JT6rwFNMFC8pKVMtju-Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=195.16273&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","· Buka Sen pukul 08.00","·"
"https://www.google.com/maps/place/Warteg+family+3/data=!4m7!3m6!1s0x2e7a59005dab2de7:0x7c3953a5c7d699d4!8m2!3d-7.7573291!4d110.4230019!16s%2Fg%2F11xrk51jq3!19sChIJ5y2rXQBZei4R1JnWx6VTOXw?authuser=0&hl=id&rclk=1","Warteg family 3","4,6","(11)","","","Brunch","·","","Jl. Krodan No.30","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKttdlzEMeq8PaKKMZxwGCmzXHeZws_7ehZCB7WKufsmZClBT1uQ-loCtpkkagOP5MDuo4ReAxvqXmLOuzgbtvrK0U1L7-7UFYPYLMNblgp2TqJSvWlhUSQHp_JfbnS-XFlshswlSMCDw=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya nyaman bersih makanannya juga enak, harga terjangkau""","","","",""
"https://www.google.com/maps/place/Warteg+dan+Kos+Putri+Bu+Umi/data=!4m7!3m6!1s0x2e7a59f3cb29cfc7:0xff828a27ddaf90f!8m2!3d-7.7768656!4d110.417438!16s%2Fg%2F11f3s8njcz!19sChIJx88py_NZei4RD_nafaIo-A8?authuser=0&hl=id&rclk=1","Warteg dan Kos Putri Bu Umi","4,4","(21)","","","Pondok","·","","Jl. Tambak Bayan Jl. Babarsari No.12","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAzRhTU_fSFl6bD3gL7xzN6Rpwi3-AfNhzWfYJDr2fCstR91DlnytV8mvww0R765bV9EabSDQzXgXaDb0Ry1GWE_Zt1cTnULQJ-HdG8f0GSdSuPrh-s45uy-FWKeBMN6oBX_gZ=w122-h92-k-no","","Bawa pulang","Tidak menyediakan layanan pengiriman","","","·"
"https://www.google.com/maps/place/Warteg+family/data=!4m7!3m6!1s0x2e7a59f1d2455109:0x163ff06f12f42b8f!8m2!3d-7.7621297!4d110.4223873!16s%2Fg%2F11t5jcwbdh!19sChIJCVFF0vFZei4Rjyv0Em_wPxY?authuser=0&hl=id&rclk=1","Warteg family","4,6","(33)","·","Rp 1–25.000","Brunch","·","","Jl. Tasura","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEb43CZ3mib7qHrFMJHqsyBmWxj9B4hb_JMZnmzbLiHsgPaysaiiWu2RanxYgDBRwMS4vM9YILeVyUfAAZNzNbeaMQI9A9iODTJ_xGh7TOUmrCwKPIZznBJO_iTNkNjIrVyQOz3=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Warteg","dengan pilihan menu yang cukup lengkap dan beragam.""","· Buka Sen pukul 06.00",""
