"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 5","W4Efsd 6","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","ah5Ghc 3","Jn12ke src"
"https://www.google.com/maps/place/Joglo+Ndelik+Kantin+%26+Kedai+Kopi/data=!4m7!3m6!1s0x2e7a59a0b8ae2719:0xf8684f440942616c!8m2!3d-7.7675502!4d110.3895117!16s%2Fg%2F11gs5pg0sr!19sChIJGSeuuKBZei4RbGFCCURPaPg?authuser=0&hl=id&rclk=1","Joglo Ndelik Kantin & Kedai Kopi","4,7","(232)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Flamboyan RW.2 No.19","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEabT6T6P2eOuiL_-KCNEIbmGLwIWHm3URfRY1v5eMtu2z0dYxYtc3YlztP4VuE5pQWAx8Y0M4UeF3_ou_CpyE5sgeX2P4sP3AJdsgIIyVjU_dvND21Rv7vgT9TqFCWg7mMrSE5=w80-h106-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+JON.,+Deresan/data=!4m7!3m6!1s0x2e7a59afefebe125:0xebeb6dbe5e231b67!8m2!3d-7.764368!4d110.3908426!16s%2Fg%2F11bwfmlkp_!19sChIJJeHr769Zei4RZxsjXr5t6-s?authuser=0&hl=id&rclk=1","Kedai JON., Deresan","4,6","(347)","·","Rp 1–25.000","Rumah Makan","·","","Jl. Cempaka No.7","Tutup","· Buka Sen pukul 16.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFo8P7V5o0yU9laDdIvSifV09bLvkw0CpXL_sUamh9ZYs_u5mKylxJV9YVZ88wWqfxDTFmJ2TD-xgHKeZ4Ed_-uxD2zONzn-w5kj91G7GdSZdKUpgBzgtr93P79l7cpMUKForjf=w163-h92-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+kolokan+mataram/data=!4m7!3m6!1s0x2e7a5951c3420f51:0xf242aed31db5d720!8m2!3d-7.7708203!4d110.4242297!16s%2Fg%2F11j0886qxf!19sChIJUQ9Cw1FZei4RINe1HdOuQvI?authuser=0&hl=id&rclk=1","Kedai kolokan mataram","4,6","(25)","","","Kafe","·","","Jl. Nangka III No.44a","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCu5u-2zegUT61hFVafo1_JMRilQN7nVJXhZZ7KyZc9G9sVkk6O-QYbWHxzvlh_CJ2o_NHQI5aUZ-rN1b16CKfZosRZljvyGGR56ifUfgkBb0r4himqX5ZZ-C-0vF2SlGFgjKu6w=w122-h92-k-no","Makan di tempat","·","Bawa pulang","Pesan antar",""
"https://www.google.com/maps/place/Kedai+Kopi+Impal/data=!4m7!3m6!1s0x2e7a59dbbc946f41:0x41cc7c327c189bd9!8m2!3d-7.7652339!4d110.4031544!16s%2Fg%2F11tfvf82p0!19sChIJQW-UvNtZei4R2ZsYfDJ8zEE?authuser=0&hl=id&rclk=1","Kedai Kopi Impal","4,9","(7)","","","Kedai Kopi","·","","Foodcourt Cakra Nara, Jl. Wahid Hasyim No.11","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtFhSWkLBu6_n7OSi2cEywFpCozGgbB6oZ_LnHPAroJJK0RKfBfa44-zgyv9ubXNH52er_nNNc7SxD_Ao99boZDby8nLVT-Vpc-0JCu4meDOJq6ciJY_0K-UJtcQVKAuNUjp0=w80-h106-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+Konyil/data=!4m7!3m6!1s0x2e7a59c2ed188ab5:0x762a51d3925f2f5a!8m2!3d-7.7819049!4d110.4008017!16s%2Fg%2F11d_bg07bv!19sChIJtYoY7cJZei4RWi9fktNRKnY?authuser=0&hl=id&rclk=1","Kedai Konyil","4,5","(15)","","","Restoran","·","","Jl. Walesdadi Sulipto","Buka","· Tutup Sen pukul 05.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsWh5a4vsEH0XTFZhbZIir-4OISNsZ3Jvq-O5rIoVu6nhRR5iFyfrIfsNUB7amB-bu5v_FbY0V9AEn2DxafKl9LcYMRPgtzS1NDrt9uMqWZxmHJehETVmeyXQj0FIw2TeTNc1I=w122-h92-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+Kopi+G%27Bol+Coffe/data=!4m7!3m6!1s0x2e7a59de8fe032a5:0x332a8e9870e76995!8m2!3d-7.7899946!4d110.3990743!16s%2Fg%2F11b67mw2r7!19sChIJpTLgj95Zei4RlWnncJiOKjM?authuser=0&hl=id&rclk=1","Kedai Kopi G'Bol Coffe","4,3","(185)","·","Rp 1–25.000","Kedai Kopi","·","","·","Buka","· Tutup pukul 03.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcYJaF0BJikRX1q5ml_OL9gjPPkZIkgD3h7tqnuuuCnT0q8xWaPYDctckU9czfhwufQYDNx2ihObNIzka0V_ZBvYXMNLNOHBNZrmcTTx7jomqdHswILWEH7eXjstp2dp85AZ14XQ=w92-h92-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+Garasi+dan+Ayam+Rempah+Ny+Susi/data=!4m7!3m6!1s0x2e7a590b164188a9:0xf8165e351ad6c81f!8m2!3d-7.7683255!4d110.390715!16s%2Fg%2F11hd_lx6q5!19sChIJqYhBFgtZei4RH8jWGjVeFvg?authuser=0&hl=id&rclk=1","Kedai Garasi dan Ayam Rempah Ny Susi","5,0","(56)","·","Rp 1–25.000","Ayam","·","","Jl. Affandi Gg. Dahlia No.17","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPWiUgdTr56z6RLTB89F1TAaFkxh3VNBhwovDtJOgJsFkLjq7zR_B1ThXfLiIDSHj2Xk0lv8p4N9g0JsWjWYFsH7tGVYfqlDrpX3GJ1SqeFwtFT2n7jQNvmgNpPalqdJK2JaFrdA=w92-h92-k-no","Makan di tempat","·","Bawa pulang","Pesan antar",""
"https://www.google.com/maps/place/Kedai+Kwi/data=!4m7!3m6!1s0x2e7a599340f55063:0xc2cfb2f5a1990a04!8m2!3d-7.7724006!4d110.4092504!16s%2Fg%2F11f53q5rj6!19sChIJY1D1QJNZei4RBAqZofWyz8I?authuser=0&hl=id&rclk=1","Kedai Kwi","5,0","(2)","","","Restoran","·","","Seturan, Jl. Selokan Mataram","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGK_i12vL7IJmf1KQKMnp3Zop-2Y6sFqayyuT7ZQK0Go77niSdzxfFOivnq7FzfUMWd7t4PBoxVp5tV3YjzaJ4ILrpq8CxdJzXOEP0Q7tiOoD_N1cNSG1B0xfr4XkF2-9GHYuU=w80-h142-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+Tanya/data=!4m7!3m6!1s0x2e7a571ee846a58d:0x2adedacf20e1b1!8m2!3d-7.8172197!4d110.4040693!16s%2Fg%2F11qq0cgnqq!19sChIJjaVG6B5Xei4RseEgz9reKgA?authuser=0&hl=id&rclk=1","Kedai Tanya","4,4","(756)","·","Rp 25–50 rb","Kedai Kopi","·","","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFu73CM8SMZIpGauFfj0q1pY-wKSlpFVJ1GLHgGR0sFYNtmOBi76G4FW2QGMutEEIa-ectHK50jeIHUEfEZODDgpuDMn4S7XnVj_qZyT1nkrJeeT3fJyGUU7YgSeW1Yv2vnG5_v=w122-h92-k-no","""Makanan enak, harga terjangkau, ada playground anak2 dg tiket murah.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Bp+69+%26+Coffee/data=!4m7!3m6!1s0x2e7a58380c9d1c6f:0x2f9c009bb9278343!8m2!3d-7.7758341!4d110.3653028!16s%2Fg%2F11pb8_dqy9!19sChIJbxydDDhYei4RQ4MnuZsAnC8?authuser=0&hl=id&rclk=1","Kedai Bp 69 & Coffee","4,8","(4)","","","Kafe","·","","Jl. Blunyah Rejo No.888","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHL-2OvJ8ITRLzTg6qNZUWMcgD9e9DrY4G68mCS5uLrquotLkxUNhQuiP2ihOB8npAbPXZrmqX0mD1ABY2fQSbJguyZp_Tf0JxuX8ZOe-gibxpPZ4L3TIaZJhBTVOH1auEoHWTpaQ=w80-h106-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+Bakmi+Tjap+Njonja/data=!4m7!3m6!1s0x2e7a5942fee7d49f:0x2713fffe012b7629!8m2!3d-7.7790251!4d110.3951179!16s%2Fg%2F11kr9m4j29!19sChIJn9Tn_kJZei4RKXYrAf7_Eyc?authuser=0&hl=id&rclk=1","Kedai Bakmi Tjap Njonja","4,8","(164)","·","Rp 25–50 rb","Mie China","·","","Jl. Ampel No.28","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEa4fesUnkUszJwXkyJDmPR6DwzAIqw0lHqqQOZLh--yHhZTle9z08-09iouQmoCjcGJlTckouAHiFGbUqXaN0Fvw_pf2CrEWw8QPrO7o6-cHBqYl4be02WN2gX-8vSdDIFTKZC=w80-h106-k-no","""Dimsumnya enak, nasi gireng jg enak, tempat adem""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kopi+Klotokan+%28Kedai+Kana%29/data=!4m7!3m6!1s0x2e7a59af58613e5f:0x6089416003ff04a1!8m2!3d-7.774158!4d110.4066085!16s%2Fg%2F11jsl7b3zc!19sChIJXz5hWK9Zei4RoQT_A2BBiWA?authuser=0&hl=id&rclk=1","Kopi Klotokan (Kedai Kana)","4,3","(78)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Magersari Jl. Raya Kledokan No.201","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcRKM4wpyFLsG6PioPWCeZWIPqK4Vf9Tb8TQEObGnjPBmMAjsrVAOUO-AOVTOY3PR0qKCiAy9ActkYv293Mp1wIwlsan_OeCzEQRSI1uVyGuLa3xySgXupwjXWyFNRUdrDwXQb=w122-h92-k-no","""Masakan Enak, harga terjangkau, suasana enak dan sejuk deket sawah""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Berkah+Pogung/data=!4m7!3m6!1s0x2e7a59005273f7db:0xf917f081c60e338e!8m2!3d-7.7558974!4d110.376754!16s%2Fg%2F11ww079rqm!19sChIJ2_dzUgBZei4RjjMOxoHwF_k?authuser=0&hl=id&rclk=1","Kedai Berkah Pogung","4,9","(8)","·","Rp 1–25.000","Restoran","·","","Jl. Pandega Marta Jl. Pogung Lor No.78, RT.003/RW.046","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGocJD8ka8zHNPfsbTlERQyNDoR-jdhRXGzs9Wji8TMOOGh5wxbpHboZsaefRCZQzfm1wPeau9JZbS0yXvhtteg9Q22GKAMWHTS1sbtlzjd1nrk0ajlgTwfhwSFZWLv7Y1Mb6PYU9LYQICw=w80-h106-k-no","""Awalnya coba2, ternyata rasanya enak, murah, dan porsinya banyak.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+23+Premium/data=!4m7!3m6!1s0x2e7a5953ec4d38ab:0xaa348f3cef426e9d!8m2!3d-7.7681074!4d110.3912007!16s%2Fg%2F11j2qnc191!19sChIJqzhN7FNZei4RnW5C7zyPNKo?authuser=0&hl=id&rclk=1","Kedai 23 Premium","4,0","(6)","","","Kafe","·","","Gg. Endra No.22","Buka","· Tutup Sen pukul 05.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmvkA9CXU97kVElJX0HCjrpQ9wVYxjD-ri0H-oMvqqht7OftzBiU6KEPEHg-6z6_mDOAowKDXVHq0iAFDvo0B_9gCUQOV32m50vDRGfup8Nn3kr5ucuS7U5VO3c7h0CNUgsq19dEIZ1U7Q=w80-h177-k-no","""Tenang sambil denger live music""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/KEDAI+PUTRA+MUSI/data=!4m7!3m6!1s0x2e7a59ffa1f8c3ab:0x288bc20fe32a8e40!8m2!3d-7.7734527!4d110.4112129!16s%2Fg%2F11rdb94sqr!19sChIJq8P4of9Zei4RQI4q4w_Ciyg?authuser=0&hl=id&rclk=1","KEDAI PUTRA MUSI","4,7","(23)","","","Indonesia","·","","Jl. Babarsari No.46","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPbIXUioeBlJnfWZdzK78aS8mfaXUG2J4Jw8ln-mAU6AzfAf6AL0RuPn97BakcWHTnEqjlPGpHofzxueN1-eCkTiD9jxmj2lpd3xiKT7rlcFeziHexTC7Rp2E3upTHLH6q8co=w80-h106-k-no","""Good taste
Good","","kedai","Cukonya endul
Pempeknya mantul
Harga?""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Kopi+Impal/data=!4m7!3m6!1s0x2e7a59c6303c4d27:0x6d7b6f254e873de3!8m2!3d-7.7636232!4d110.4193897!16s%2Fg%2F11s8h13pqq!19sChIJJ008MMZZei4R4z2HTiVve20?authuser=0&hl=id&rclk=1","Kedai Kopi Impal","5,0","(3)","","","Kedai Kopi","·","","Jl. Ring Road Utara No.9","Buka","· Tutup pukul 03.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8QS-bPHnuMoMBWBfFpuQxw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=193.36485&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+Cak+Win/data=!4m7!3m6!1s0x2e7a59bc80cf043d:0xa48dd785808df1b0!8m2!3d-7.7660278!4d110.3968225!16s%2Fg%2F11cm0g1dp_!19sChIJPQTPgLxZei4RsPGNgIXXjaQ?authuser=0&hl=id&rclk=1","Kedai Cak Win","4,8","(96)","·","$","Kedai Kopi","·","","·","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwOAUV65l9foC2m0OT5E4LdmOqHArB5vjDgqtNuxU20lzNouSYJLw8tEwVLvU0YVUuc20T3G09i12yD7hmEcN7kNCMtX8L-9rFhcitJ0A7fQYxv8BmVTjFpEgALSv2CI5JnHsmoQ=w163-h92-k-no","""cerak kostku""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/KEDAI+PERSADA/data=!4m7!3m6!1s0x2e7a5962f38cef95:0x6517e935b7afd45a!8m2!3d-7.7630172!4d110.394325!16s%2Fg%2F11j7b4dzs3!19sChIJle-M82JZei4RWtSvtzXpF2U?authuser=0&hl=id&rclk=1","KEDAI PERSADA","5,0","(2)","","","Kafe","·","","Gg. Jemb. Merah","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzlTHNObfSejf5VakM1M7GnmODP3HTVFWd9h4QZ5b13kGEoG0eo3g1porL_tCrlcwJchheKELNVX0kC_3Qv9zrW-vkvhEezE2_MPczhUFIrHl4hGaHhWHhrjoLqOH0ozUKSNaNTg=w122-h92-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+%E2%80%A2+Bestie/data=!4m7!3m6!1s0x2e7a59003534c88b:0x4f4266a8216bc5e3!8m2!3d-7.7671558!4d110.3897732!16s%2Fg%2F11xg8cjc72!19sChIJi8g0NQBZei4R48VrIahmQk8?authuser=0&hl=id&rclk=1","Kedai • Bestie","4,8","(6)","","","Kedai Kopi","·","","Jl. Flamboyan No.28","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAVopfgfyXOT9lRXmJWwE3_FQZY4XvocFfBQTq-aPMeCM43WWYBWKjum39VekqyM5J-MlNKyPn5egw9VIofrX_I4kDv0aagHQEGEWyt6MEniqEqa7hiVOBgfPJTdBMSatWIHZB0SZmYShg=w163-h92-k-no","""Siomay ikan tengiri di","","Kedai","Bestie beda dari yang lain!""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Pekate+-+Mie+Grabyas+Ayam/data=!4m7!3m6!1s0x2e7a582cec72011d:0xed08898630709c4b!8m2!3d-7.7887556!4d110.3766356!16s%2Fg%2F11f0krmtmp!19sChIJHQFy7CxYei4RS5xwMIaJCO0?authuser=0&hl=id&rclk=1","Kedai Pekate - Mie Grabyas Ayam","4,7","(272)","·","Rp 1–25.000","Mi","·","","Jl. Krasak Timur No.20","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEA4ODQa0oQezjWVsbjy7Lxn0oCGn3jsnnfyAWDJp5HrMie9aolIFoNPOjZKDxEzzPfE9bPRoYZw-YVxhFjZJHEcfIZ_Z8U42F_By5s8EoqLNSOoxSiq3wgh0O3tgFEDSC3bl5=w134-h92-k-no","""Mie ayam homemade, enak, kuahnya enak, grabyas halal pake kulit ayam""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/KEDAI+NASI+KARI/data=!4m7!3m6!1s0x2e7a590010a86a89:0x87b056fb9e338801!8m2!3d-7.790431!4d110.3811624!16s%2Fg%2F11ltng9jmj!19sChIJiWqoEABZei4RAYgznvtWsIc?authuser=0&hl=id&rclk=1","KEDAI NASI KARI","4,5","(70)","·","Rp 1–25.000","Restoran","·","","Jl. Argolubang No.20","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGslPcodA1lYTWi-gFB3M3sfGEIOGAuQ6W7IbFCLcyNGqvrNn-Rf-QtAvYU8n1X7fESBZPdLPrgNy0h0aYjhcGWD2olCTn-90vLTTWbPSerYlUgH0_d1h-GNzV5_Wy5YvUDWnXhTkoze1mR=w80-h106-k-no","""Pesan di gofood nasi ayam kari sama nasgor kampung, semuanyaa enakk.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+80/data=!4m7!3m6!1s0x2e7a590022965683:0xfe19f28a6d438395!8m2!3d-7.7607102!4d110.3726029!16s%2Fg%2F11yc56_h37!19sChIJg1aWIgBZei4RlYNDbYryGf4?authuser=0&hl=id&rclk=1","Kedai 80","5,0","(19)","·","Rp 1–25.000","Rumah Makan","·","","Jl. Raya MPD I Jl. Pogung Dalangan No.9A, RT.12/RW.50","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFErh-PZ2j44DVVygh1uvrNjSOzQt14OATroVwCE9fkfHvlJARz5Q-jdDD5VE4EMFAe07WWftyQt9sTxnSqMr7WQgDHBcsuGoEn2aMxkpQpi4k6lU7W5kBHeKNlED__nfUlnGV2NelMPX5X=w199-h92-k-no","""mantap pol, enak, murah""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kopi+Kah!/data=!4m7!3m6!1s0x2e7a59c63c0e1de3:0x83f0adc583564bf2!8m2!3d-7.7919946!4d110.3980866!16s%2Fg%2F11lnwx7n0q!19sChIJ4x0OPMZZei4R8ktWg8Wt8IM?authuser=0&hl=id&rclk=1","Kopi Kah!","5,0","(1)","","","Kedai Kopi","·","","Jl. Sorowajan Baru Jl. Tampomas No.03, RT.18","Buka","· Tutup pukul 22.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0Ep69NLeiweUqLxkGVrcLw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=269.36713&pitch=0&thumbfov=100","Makan di tempat","·","Ambil di tepi jalan","Pesan antar",""
"https://www.google.com/maps/place/Kedai+Diva/data=!4m7!3m6!1s0x2e7a59002a5bc847:0xf42c2683f54c266e!8m2!3d-7.7820369!4d110.4003633!16s%2Fg%2F11wr6hk936!19sChIJR8hbKgBZei4RbiZM9YMmLPQ?authuser=0&hl=id&rclk=1","Kedai Diva","5,0","(1)","","","Kedai Kopi","·","","Jl. Ambar Rejo No.228 rt06, RW.02","Buka","· Tutup pukul 20.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OLA4CgCuEdS-gQ4h3ldcvg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=163.39394&pitch=0&thumbfov=100","Makan di tempat","","","",""
"https://www.google.com/maps/place/Kedai+Gadjah/data=!4m7!3m6!1s0x2e7a57d95e5c072f:0xb4e807b503dc84d1!8m2!3d-7.7951064!4d110.4046607!16s%2Fg%2F11j6zcvk95!19sChIJLwdcXtlXei4R0YTcA7UH6LQ?authuser=0&hl=id&rclk=1","Kedai Gadjah","4,8","(12)","","","Restoran","·","","Jalan Unggas, Jl. Sanggrahan Jl. Plumbon No.242, RT.09/RW.14","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFn-_r9Go5RQ_gV-JItEgzRYNEq7NKQWbz19qfIc3KGp6kjQweQaS0jjXew-ezaf4pcDKg1NzbvcPPHti1KaBB5p5qlpOYdmzjEbkJ1dKjGSt5TzoAWBrVvbr3EnX9FOoD9-AAa=w122-h92-k-no","Makan di tempat","·","Drive-through","Antar tanpa bertemu",""
"https://www.google.com/maps/place/Kedai+Mepit/data=!4m7!3m6!1s0x2e7a594d17e7891b:0x1fecfb29dfde802a!8m2!3d-7.7743868!4d110.4040417!16s%2Fg%2F11r9h47g2j!19sChIJG4nnF01Zei4RKoDe3yn77B8?authuser=0&hl=id&rclk=1","Kedai Mepit","5,0","(9)","","","Kafe","·","","Jl. Melon Mundusaren No.7","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbWfw6u87K28xto5uIyZPkBW_OPmVVGIa7sxfWLtUHI9iR8XClYC6KminZUHsTZCSD7KdqvrQtrJZO4cMRSqU1Hm61jQcNdKCXGFqxcGnKvmcDu4b2dVkAhpQtrG6expaOW2wy=w122-h92-k-no","""Kayaknya enggak ada menu yang mengecewakan...""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kopi+253/data=!4m7!3m6!1s0x2e7a57a4b7d7ec8d:0xcdd4c85321e57e61!8m2!3d-7.8000171!4d110.4091218!16s%2Fg%2F11kpwvt2_9!19sChIJjezXt6RXei4RYX7lIVPI1M0?authuser=0&hl=id&rclk=1","Kopi 253","4,9","(65)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Wonocatur No.253, RT.02","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEOm05pDqYuY588vMAYKFuY2cm036YxSIiXbUU6OKLE-8-AryaXL18wMz2g6_ldYvdBYllc0eCQSsctYDfBN8FUQ_dc7Il2vLOrm9gKpMNkoh2Js3I_5ysxAHJqP57O5Kvb94ZY=w163-h92-k-no","""Enak makanan dan minumannya konsep nya enak buat ngerjain tugas jg""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/KEDAI+ORIGINAL+X+SMALLFOOT/data=!4m7!3m6!1s0x2e7a594ba97ec0e1:0xa9de73106c39955d!8m2!3d-7.7602009!4d110.3696053!16s%2Fg%2F11cmzzdfck!19sChIJ4cB-qUtZei4RXZU5bBBz3qk?authuser=0&hl=id&rclk=1","KEDAI ORIGINAL X SMALLFOOT","4,8","(153)","","","Toko Sepatu","·","","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvUcCpv5mQcIzW2-DvQsWUxJ02BSHBwv7bF1SavH_96iDPKupJ-MRhqAK-mmAdYuOAkZBEAjdCG5d3MAsfhYmbVUxJq3aazZ-LbWgrxPK0MYbIgn9YO4TIH_vHwhZZIphc1PyEzA=w80-h106-k-no","""Cocok bgt buat bunda bunda yg cari size kecil banyak buat babynya.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Teh+OJ/data=!4m7!3m6!1s0x2e7a5900287d7bc3:0xb11156fa486dbd2f!8m2!3d-7.7555851!4d110.4020079!16s%2Fg%2F11w92lv6g_!19sChIJw3t9KABZei4RL71tSPpWEbE?authuser=0&hl=id&rclk=1","Kedai Teh OJ","5,0","(1)","","","Kedai Kopi","·","","6CV2+QQ8, Jl. Harjosudiro","Buka","· Tutup pukul 00.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bRslDyysw0qqgVjTXSjk9A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=103.381905&pitch=0&thumbfov=100","Makan di tempat","","","",""
"https://www.google.com/maps/place/Kedai+TOSHI/data=!4m7!3m6!1s0x2e7a590e2a5afcd5:0x27608114457cd35!8m2!3d-7.7774881!4d110.3844281!16s%2Fg%2F11swwvb3pd!19sChIJ1fxaKg5Zei4RNc1XRBEIdgI?authuser=0&hl=id&rclk=1","Kedai TOSHI","4,8","(14)","·","Rp 25–50 rb","Makanan Siap Saji","·","","69FM+2Q3","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyeHzXwTi1hCndwWgEG0LYCTiP0b8jJA6TExw8rJZUYJ0bNl-eBN00hImiFWf7fBzag6FzmGJtpxuJl94WdI3oNcG8mXDqOXn-Wl9mXft3ypmMewBAseIK8B7ertqpyAq_e7VMRQ=w80-h106-k-no","""Makanan enakkk worth it sama harganya.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Kutub+Spesialis+Ketoprak+%26+Tahu+Tek/data=!4m7!3m6!1s0x2e7a599aa7bff401:0xdc1aee11e1701c1d!8m2!3d-7.7565525!4d110.3728051!16s%2Fg%2F11g8w7d_xd!19sChIJAfS_p5pZei4RHRxw4RHuGtw?authuser=0&hl=id&rclk=1","Kedai Kutub Spesialis Ketoprak & Tahu Tek","4,3","(166)","·","Rp 1–25.000","Restoran","·","","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF98GOXAR-mwioY_VKu3QVk1kuIrfdeVn4D3lPyhlgR_MqzNV-cm9bdqKbEC6fLO145SNXx_JQ0ZjF3_2kI9vscjzbcAuOGpMOSBqYS3nwDhECgKt2mdR8xLLsMMT_M69RkNGf8=w122-h92-k-no","""Untuk rasanya enak, porsinya standar, dan harganya masih affordable.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
