"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","W4Efsd 7"
"https://www.google.com/maps/place/Indomaret+Sumbersari,+Lowokwaru,+Malang/data=!4m7!3m6!1s0x2e7883822577ac99:0x933a1acba0eb796e!8m2!3d-7.9527785!4d112.6095557!16s%2Fg%2F11f86h_hrr!19sChIJmax3JYKDeC4RbnnroMsaOpM?authuser=0&hl=id&rclk=1","Indomaret Sumbersari, Lowokwaru, Malang","4,4","(386)","","","Minimarket","·","","·","Jl. Raya Sumbersari No.2d","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZuRhpNM4UAar66MMpjfXOxgvRcNiQqKmPWxKFB35KPoaJjRSgyMX-NSssEnnrW4-dUEiXL1L59lLnBuP6PQjWF38ZSKnvOrQEJsqr--sDy2X6Uly2YzqAagzfkmvM6_rCVzby=w132-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bersih,bagus dan sangat lengkap""","","","","","",""
"https://www.google.com/maps/place/Benjay+Food+and+Snack+-+lowokwaru/data=!4m7!3m6!1s0x2e7883006adce3e5:0x64f31e61121f8fff!8m2!3d-7.9449815!4d112.619662!16s%2Fg%2F11y8vtm77r!19sChIJ5ePcagCDeC4R_48fEmEe82Q?authuser=0&hl=id&rclk=1","Benjay Food and Snack - lowokwaru","2,0","(27)","","","Indonesia","·","","3J49+2V3, Jl. Bunga Coklat","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4KSvPRcpXxKn7oaUf38FJh26iggnmNTdleLMmDHvLqWitgMsbEWfTk5zuvvOKU4O8BlIR3INO8S9WTQEV860JNu8Nxanz0FbhXgozE99Cf6qNpKihDwRY1Ku9SgkTJtI-HT-cfN6rYKc=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""padahal favorit bgt sambal matahnya tapi kurenggg sekarang""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5OHZ0bTc3chgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 09.00"
"https://www.google.com/maps/place/Indomaret+Fresh+Soekarno+Hatta+Utara/data=!4m7!3m6!1s0x2dd629d9aaaaaaa1:0x6212159b37c28046!8m2!3d-7.9458541!4d112.6186906!16s%2Fg%2F11b6gcvd8n!19sChIJoaqqqtkp1i0RRoDCN5sVEmI?authuser=0&hl=id&rclk=1","Indomaret Fresh Soekarno Hatta Utara","3,2","(73)","","","Minimarket","·","","·","Jl. Soekarno Hatta","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmSPTxRP8kjk5Zn3L8e6XxRhT2NIR-kywsRFlOz2AGqO0sdhJcaY7c4109Up5eiEAnQjTsKeQyMOuAIzgL3bUbqiecgwg9lzsvhxFoS7TFpLfCdvWy1PNwDHQYjYUxjpZOtudaeA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It's a real deal untuk kopi enak dengan harga affordable!""","","","","","",""
"https://www.google.com/maps/place/KFC+-+Soekarno+Hatta/data=!4m7!3m6!1s0x2dd629e55b168655:0x30248a06770d3d67!8m2!3d-7.9384127!4d112.6287598!16s%2Fg%2F11pvbctlmq!19sChIJVYYWW-Up1i0RZz0NdwaKJDA?authuser=0&hl=id&rclk=1","KFC - Soekarno Hatta","4,2","(2.052)","·","Rp 25–50 rb","Makanan Siap Saji","·","","·","Jl. Soekarno Hatta No.34a","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7kcXU0LcwGYeEovxRjLhNHge4SFwV1gbDMT7WaZ82aJog_yOZEOo1-4bG_V4D1WZ-h6Sc0gVcPh48Wgmf8kK6xkoAOEXnsUDItryYm0ORLdriZKU8QfZy_awtqtTfC9L_zT-fow=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya aja bagus tapi makanannya pelit padahal harganya udah mahal""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFwdmJjdGxtcRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/FamilyMart+Soekarno+Hatta+Malang/data=!4m7!3m6!1s0x2e7883004a2e1b59:0x8f332eed6ca6056d!8m2!3d-7.9455103!4d112.6184561!16s%2Fg%2F11y5js7fnt!19sChIJWRsuSgCDeC4RbQWmbO0uM48?authuser=0&hl=id&rclk=1","FamilyMart Soekarno Hatta Malang","3,0","(365)","","","Minimarket","·","","Jl. Soekarno Hatta No.9B","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKVSdTlqI2aNvQD0gZGF5J_Do6Bjk7EjdCJX8F6w98UpC-DXpk0wF91ka2itEzP1a5M1nNnsY49oJNd0lJSD39s0kE4O_keuvhGKuo41d7lMIb9E0ugDMj2QSGV1P8EncPHGA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makananya enak dan harganya juga murah.""","","","","","","· 00.00 · Buka Min pukul 06.00"
"https://www.google.com/maps/place/Indomaret+Point+M.T.+Haryono/data=!4m7!3m6!1s0x2e78827157c050fd:0x60eb544a98991378!8m2!3d-7.9464064!4d112.6125415!16s%2Fg%2F11b6dp0q61!19sChIJ_VDAV3GCeC4ReBOZmEpU62A?authuser=0&hl=id&rclk=1","Indomaret Point M.T. Haryono","3,6","(136)","","","ATM","·","","·","Jalan Mayjend Jl. MT. Haryono","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnwJ1oglWVAfgEzG3sfxQefVRIsj-_f_VL5PzReBvyNHCP22BYem4tsd_TF5UZwc4TpwILWqJt6ngNzKJzouhNtmG6QWN2GN-ioOPhMEpcnfBQ5MzvoKcg_VgFTCaabziGDzI=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cuman kemarin nyobain yang topping mocca ada kismisnya.""","","","","","",""
"https://www.google.com/maps/place/Burger+King+Ijen+Besar+Malang/data=!4m7!3m6!1s0x2dd629b5b685cf8d:0x2d35e4a7b095a80!8m2!3d-7.9642421!4d112.6253963!16s%2Fg%2F11gw2qr_p3!19sChIJjc-FtrUp1i0RgFoJe0pe0wI?authuser=0&hl=id&rclk=1","Burger King Ijen Besar Malang","4,6","(10.151)","·","Rp 25–50 rb","Makanan Siap Saji","·","","·","Jl. Besar Ijen No.84, RW.3","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGI6r0VL_DaRdaeYCHGPVld8fr2g1zr3_xMejtLL-eayp_Ic8QiR4NRpm9ukENEt3ZatbyfBSntRvuouneotVGYeEpkaCED8RHKFdGgpPd-OhOZAWFnOJWW7dlC7yVP0-gIt2KiuQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Makanan","yg disajikan ga dingin masih fresh, tempat nyaman, pelayanan baik""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFndzJxcl9wMxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Chijago+Indonesia+Malang/data=!4m7!3m6!1s0x2dd6295053a31589:0xbc340649455c9739!8m2!3d-7.94772!4d112.6251423!16s%2Fg%2F11sf943051!19sChIJiRWjU1Ap1i0ROZdcRUkGNLw?authuser=0&hl=id&rclk=1","Chijago Indonesia Malang","4,6","(238)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. Kalpataru No.128","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVgSpRndgZDd8N0KkuBUSwMAtoCUcKYxomsEhe-u9AS_10cWWBaK46oEocJnm3NEb2xaKN3yovQHn-4YQRFx7nzvfLIMGNlLHr4i2U3bblTmDDS4wDTifgZtEUcQEg751ixA3o7g=w199-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga steak double chicken 30rb an, beef steak 30rb an juga.""","","","","","","· Buka Min pukul 08.00"
"https://www.google.com/maps/place/Nasi+Tutug+Oncom+Berdikari/data=!4m7!3m6!1s0x2e7883002a9d831f:0x150003b1b973fad!8m2!3d-7.9426114!4d112.6079285!16s%2Fg%2F11wtdqmtxs!19sChIJH4OdKgCDeC4RrT-XGzsAUAE?authuser=0&hl=id&rclk=1","Nasi Tutug Oncom Berdikari","4,0","(4)","","","Makanan Siap Saji","·","","Jl. Mt. Haryono Gg. 8E No.914","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xodwQwl9H2hrmp6PHB4mjg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=192.93764&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3dGRxbXR4cxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/McDonald%27s+-+Sarinah/data=!4m7!3m6!1s0x2dd62822bcfd98b1:0xccb1c8069a4871eb!8m2!3d-7.9808458!4d112.6307215!16s%2Fg%2F11cjpbrp_y!19sChIJsZj9vCIo1i0R63FImgbIscw?authuser=0&hl=id&rclk=1","McDonald's - Sarinah","4,4","(5.628)","·","Rp 25–50 rb","Makanan Siap Saji","·","","·","Sarinah Malang, Jl. Jenderal Basuki Rahmat No.2A Ground Floor","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGafDpH_jbKoV5XTpiDb51unisb3SItTW_vNvOoYJHI1vQD6jdS1KvOgPtMhrpGPMBiF25xzBsF1wxPVftBLw53xaw07RFmQZM2_oUhVz38OzyrIjuh4EIdCa4XL3CUQvT94wI=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Makanan","nya enak, suasana nyaman, bersih, pelayanan baik... sipp""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjanBicnBfeRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/KFC+-+Kawi/data=!4m7!3m6!1s0x2e78829d83fad151:0x3b4281f072cd288a!8m2!3d-7.9751402!4d112.6195461!16s%2Fg%2F1td22wcc!19sChIJUdH6g52CeC4RiijNcvCBQjs?authuser=0&hl=id&rclk=1","KFC - Kawi","4,4","(8.973)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. Kawi Atas No.38","Franchise restoran ayam goreng","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2AOBOGZ0hZcEIPkKZMbwZeqe8ozEHXbBSalqorZy0Gxl3LyQ7gcoHF7dp1wSDSXs4q-LoQFT0Go9Ph0WRU_BSGtae3oct444PdH-e9ti4EpmKfWvzXKV1_JgJS6nB0tAgg5_m=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman, bersih, kids friendly, makanannya fresh dan enak 👍👍""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRkMjJ3Y2MYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Almaz+Fried+Chicken+-+Soekarno+Hatta,+Malang/data=!4m7!3m6!1s0x2dd6290017dbf043:0x8f83e566d3deb365!8m2!3d-7.938411!4d112.6295856!16s%2Fg%2F11xryltph3!19sChIJQ_DbFwAp1i0RZbPe02blg48?authuser=0&hl=id&rclk=1","Almaz Fried Chicken - Soekarno Hatta, Malang","4,7","(569)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. Borobudur","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-M5ATyhEPEsNlyuYlso8uUoUXU3sP2FBpiRF-1hrOSkba2ib31xwQhugbhkLw01pw9TIp47cUVH-Oy4s59-mGo3EMtwwkRXMUaKsu518lU6ZW2Un6ph7sv5rYCPdNi9quGdT2Jb9sqBil=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Makanan","enak, harga affordable, lokasi bersih""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4cnlsdHBoMxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 08.00"
"https://www.google.com/maps/place/Point+Cafe+Soekarno+Hatta+Utara/data=!4m7!3m6!1s0x2e788275eb8324b5:0x34a0d44b45612d6e!8m2!3d-7.9459094!4d112.6185567!16s%2Fg%2F11b6c9_kjt!19sChIJtSSD63WCeC4Rbi1hRUvUoDQ?authuser=0&hl=id&rclk=1","Point Cafe Soekarno Hatta Utara","4,4","(472)","·","Rp 25–50 rb","Kedai Kopi","·","","·","Jl. Soekarno Hatta No.utara","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAElFMkf1PVOEAw9wxzq57sEH6cnzV4xlXT3mGKPFSQGodHUopL4QzVAsU-5TH9JYqeGCQ635GPdj6kSr1JANHqIiP96UOWrRywIX-N_2rRfPfAa0aGpi3ziOE9DRfdeCpju2zBCWw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya enak banget buat ngopi""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmM5X2tqdBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 07.00"
"https://www.google.com/maps/place/Pizza+Hut+Delivery+-+PHD+Dinoyo+Malang/data=!4m7!3m6!1s0x2e78820d792e4189:0xe4cb5f6866830f62!8m2!3d-7.9408733!4d112.60893!16s%2Fg%2F11ckqn9rhs!19sChIJiUEueQ2CeC4RYg-DZmhfy-Q?authuser=0&hl=id&rclk=1","Pizza Hut Delivery - PHD Dinoyo Malang","4,5","(2.364)","·","$$","Stan Pizza","·","","·","Jl. MT Haryono Gg. VIII No.33","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH67kb7X_rO7O7tlPrgMOLDO-b9nrMY_piqKZJjZ6pwg8TDdE03sBYTp3ap-YBHSrWmPgRqhXqmZafklVZeJcpcPJ8JVYzKMmoXt0ms2yqNMRumnHNaBF0P35ibq4HefUsMkbbEAg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya nyaman buat makan ditempat, harga murah pizzanya juga enak""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFja3FuOXJocxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","· 00.00 · Buka Min pukul 10.00"
"https://www.google.com/maps/place/Yoshinoya+Suhat+Japanese+Restaurant/data=!4m7!3m6!1s0x2dd6299d25e865cb:0xa0fd2dbd35210364!8m2!3d-7.942906!4d112.6213516!16s%2Fg%2F11fjz13g39!19sChIJy2XoJZ0p1i0RZAMhNb0t_aA?authuser=0&hl=id&rclk=1","Yoshinoya Suhat Japanese Restaurant","4,4","(1.943)","·","Rp 50–75 rb","Jepang","·","","Ruko Taman Niaga, Jl. Soekarno Hatta","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeCMIwxN8A_M8Fm7ntF9S3_1nYl_1K5pRY0VR3RNWw5NDCq5rpGgZWa3TIhu6PsQaOOy6bPXo7x79LXM9jQ9IfVu2G0p23oiSqk1KWDiTn823MXq6Koyd0KIjAY4G4H_pJukTU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beef bowl yakiniku nyaa mantapss kopinya juga enakkk""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmanoxM2czORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 09.00"
"https://www.google.com/maps/place/KFC+-+Sarinah/data=!4m7!3m6!1s0x2dd62916c5e1f1ad:0xbb9342cbb41e9096!8m2!3d-7.981212!4d112.630738!16s%2Fg%2F11cjgk4dc4!19sChIJrfHhxRYp1i0RlpAetMtCk7s?authuser=0&hl=id&rclk=1","KFC - Sarinah","4,3","(3.020)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. Jenderal Basuki Rahmat No.2","Franchise restoran ayam goreng","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFobDtV2t66fE_jTfbBXp48fk6HRIFBX8t9V9hSvC81qR8BosbmSlL8MGbyup1oO9a9RwONYqPThcB5uMk9MBS_zX1GH8tM-_smEx1DkCqDmGue11JXri1K9UTiKnKUFrf6Vw-Og=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus kok,","makanan","enak, pelayanan baik, tempatnya bersih.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjamdrNGRjNBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· 00.00 · Buka Min pukul 08.00"
"https://www.google.com/maps/place/DIKICHI+Fried+Chicken+-+Pahtrip+Malang/data=!4m7!3m6!1s0x2dd629002406be1d:0x914d127b7fc3cbef!8m2!3d-7.9672049!4d112.6205827!16s%2Fg%2F11xcld366z!19sChIJHb4GJAAp1i0R78vDf3sSTZE?authuser=0&hl=id&rclk=1","DIKICHI Fried Chicken - Pahtrip Malang","4,7","(1.458)","·","Rp 1–25.000","Makanan Siap Saji","·","","Jl. Pahlawan Trip","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFmvUIn-fwRYcnQwc4B8YwLjHgQeQs7kWqvYtCtk3ukM7Zbno19awDusKh-xNOslnqmg0mwn2Wk6iVmulixF1ToH1We3gpW5LUlz1jG2XfsKE_cFVn6k3oaYkIPCQsxpcHtqyxXWQUIKM=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, porsinya pas, harganya murah, pegawainya ramah pula.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4Y2xkMzY2ehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 08.00"
"https://www.google.com/maps/place/Warung+Soto+Ayam+Lamongan/data=!4m7!3m6!1s0x2e78827a9f3b72f9:0x70b9152c9f89d48d!8m2!3d-7.9527473!4d112.609555!16s%2Fg%2F11d_8gftj3!19sChIJ-XI7n3qCeC4RjdSJnywVuXA?authuser=0&hl=id&rclk=1","Warung Soto Ayam Lamongan","4,5","(337)","·","Rp 1–25.000","Soto Ayam","·","","·","Jl. Raya Sumbersari No.2","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhQqlfP0tm1CdUDnifMpta_OKDTV6pJYWfbIwJryhpFJ_v4vkRE02Nc1S1vzftHE3yXaFCs3cBHEqikoaoJ5tIxjxMeyxDSLCU9ukHXxe-36AZrWn4HxzAFETi6uFECjUDX3zeYA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Soto ayam legend sejak jaman kuliah, enak dan murah.""","","","","","","· Buka Min pukul 07.15"
"https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e788275789206b1:0x6fc2b8684272598!8m2!3d-7.9443113!4d112.6193422!16s%2Fg%2F11b6b422gl!19sChIJsQaSeHWCeC4RmCUnhIYr_AY?authuser=0&hl=id&rclk=1","Pizza Hut Restoran","4,6","(5.508)","·","$$","Pizza","·","","·","Jl. Soekarno Hatta No.25 Kav. 1, RT.09/RW.04","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzHqmaW5IekO3jMPFUTWusIdaFLn8fJmlIH5DAlDCh1lxo-T9hgThAmUG0vQsAw3IOZdZGDe3h4sC6RhfRGM681queLbs1hA_Rj46ZLGjaDw4ndNU9ZuPzqeNpJeTdLimtmvU=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya bersih sama adem pizza nya juga enak banget terutama Tuna nya""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmI0MjJnbBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Xi32afHwEtmu4-EP9s_CmAc&ei=Xi32afHwEtmu4-EP9s_CmAc&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 09.00"
"https://www.google.com/maps/place/Kedai+SR+Daily+%26+Makanan+Siap+Saji/data=!4m7!3m6!1s0x2dd629000f4353ab:0xf0f4819f65312870!8m2!3d-7.951445!4d112.6440523!16s%2Fg%2F11xp986sfg!19sChIJq1NDDwAp1i0RcCgxZZ-B9PA?authuser=0&hl=id&rclk=1","Kedai SR Daily & Makanan Siap Saji","","","","","Brunch","·","","Jl. Karya Tim. Gg. I No.61e","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyC9be5VEBF3tDVVJ-7irWOHY8-BtoUfn9TT9yed0ieO0v0uM3pAhV2bfo6UzqT8ZDvoYYZ7IFNNUhi0z7xWmoAV8_-MGNkB_DiLFrDw16gtgUB5swed_Jbdl4eGHhMo369yEOXDxNDvw=w92-h92-k-no","","Makan di tempat","Bawa pulang","Antar tanpa bertemu","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4cDk4NnNmZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=YC32acjHBune4-EP_7TWuQ0&ei=YC32acjHBune4-EP_7TWuQ0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 10.00"
"https://www.google.com/maps/place/Richeese+Factory+Ijen+Malang/data=!4m7!3m6!1s0x2dd6282beca082f9:0xa4d00d9a9bb9d63c!8m2!3d-7.9657356!4d112.624516!16s%2Fg%2F11bzt5fmwy!19sChIJ-YKg7Cso1i0RPNa5m5oN0KQ?authuser=0&hl=id&rclk=1","Richeese Factory Ijen Malang","4,6","(14.186)","·","Rp 25–50 rb","Makanan Siap Saji","·","","·","Jl. Besar Ijen No.77A","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9P8Cx_HKqx8mHmbrsmMCIofG7rXyZ2aPNtVOY4RfohBSX8ocEswgO4BxA7BnIAZRGouUOFVOC8s9lG6dfBOOeNK6MSbWlQ5f9jWwo72_-Uo2OkmYYQ-wWL22SdOIdKGxP3_oN=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Makanan","enak, Parkir luas, pelayanan mantab, harga relatif lah ya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFienQ1Zm13eRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=YC32acjHBune4-EP_7TWuQ0&ei=YC32acjHBune4-EP_7TWuQ0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
