"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","W4Efsd 6"
"https://www.google.com/maps/place/Araya+2+Apotek/data=!4m7!3m6!1s0x2e788286a92f2555:0x2e1722206fe5b8f0!8m2!3d-7.9668897!4d112.6134709!16s%2Fg%2F1pzpp1q37!19sChIJVSUvqYaCeC4R8LjlbyAiFy4?authuser=0&hl=id&rclk=1","Araya 2 Apotek","4,3","(13)","Apotek","·","Jl. Galunggung No.67","","","(0341) 567234","","","Rute","","","","Pesan antar",""
"https://www.google.com/maps/place/Rm+masakan+padang+roda+baru+depan+apotek/data=!4m7!3m6!1s0x2e788331982d0c33:0x765d74447a55ee0f!8m2!3d-7.9581464!4d112.6136416!16s%2Fg%2F11q1s3qm04!19sChIJMwwtmDGDeC4RD-5VekR0XXY?authuser=0&hl=id&rclk=1","Rm masakan padang roda baru depan apotek","3,0","(58)","Padang","·","Jl. Bendungan Sutami No.317k No.317k","","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alhamdulillah lumayan""",""
"https://www.google.com/maps/place/Apotek+AULIA/data=!4m7!3m6!1s0x2dd6297bae081d05:0xfe3b4d8b78188257!8m2!3d-7.9512275!4d112.624077!16s%2Fg%2F11g4dlxhw2!19sChIJBR0Irnsp1i0RV4IYeItNO_4?authuser=0&hl=id&rclk=1","Apotek AULIA","5,0","(2)","Apotek","·","Jl. Pandan Arum No.12","Tutup","· Buka Min pukul 06.00","0857-5538-2000","","","Rute","","","","Pesan antar","·"
"https://www.google.com/maps/place/Apotek+Efata/data=!4m7!3m6!1s0x2e788286b6baf95b:0xa46c8862ad6fe468!8m2!3d-7.9665586!4d112.6134579!16s%2Fg%2F1hm5z8wp5!19sChIJW_m6toaCeC4RaORvrWKIbKQ?authuser=0&hl=id&rclk=1","Apotek Efata","3,7","(31)","Apotek","·","2JM7+99G, Jl. Galunggung","Tutup","· Buka Min pukul 07.00","(0341) 576726","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apakah ada nomor WA yg bisa dihubungi.""","·"
"https://www.google.com/maps/place/Apotek+K-24+Malang/data=!4m7!3m6!1s0x2dd6294249dca899:0x60f3a64eceb9f4af!8m2!3d-7.9723238!4d112.6224377!16s%2Fg%2F11z30nfjr4!19sChIJmajcSUIp1i0Rr_S5zk6m82A?authuser=0&hl=id&rclk=1","Apotek K-24 Malang","","","Toko","·","Jl. Semeru No.84","Buka 24 jam","","0851-2433-6466","","","Rute","","","","","·"
"https://www.google.com/maps/place/Apotek+Sehat+Sejahtera/data=!4m7!3m6!1s0x2e788289ae8789b1:0x75eb27835769cb93!8m2!3d-7.9650027!4d112.6049526!16s%2Fg%2F1tp4ljg9!19sChIJsYmHromCeC4Rk8tpV4Mn63U?authuser=0&hl=id&rclk=1","Apotek Sehat Sejahtera","5,0","(6)","Apotek","·","Jl. Puncak Mandala No.30","Tutup","·","(0341) 552076","https://bit.ly/39UcRRX","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan baik..ok..ramah..harga lbh murah""","· Buka Min pukul 08.00"
"https://www.google.com/maps/place/Apotek+K-24+Tumenggung+Suryo+Malang/data=!4m7!3m6!1s0x2dd629b5fa658f9f:0x8d1aa47e32c0ef17!8m2!3d-7.9581587!4d112.6434552!16s%2Fg%2F11b6bssk_d!19sChIJn49l-rUp1i0RF-_AMn6kGo0?authuser=0&hl=id&rclk=1","Apotek K-24 Tumenggung Suryo Malang","4,6","(219)","Apotek","·","·","Buka 24 jam","Jl. Tumenggung Suryo No.143b","0813-4934-5824","https://www.apotek-k24.com/location/detail/286/K-24-TUMENGGUNG-SURYO","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan bagus, bisa cek kesehatan gratis juga dan harga obat terjangkau""",""
"https://www.google.com/maps/place/Apotek+Mapan/data=!4m7!3m6!1s0x2e7883001909f531:0xe5feb3611496d9da!8m2!3d-7.9655818!4d112.6069685!16s%2Fg%2F11vz92br14!19sChIJMfUJGQCDeC4R2tmWFGGz_uU?authuser=0&hl=id&rclk=1","Apotek Mapan","5,0","(1)","Apotek","·","Jl. Tidar Raya No.Kav 2","Tutup","· Buka Min pukul 08.00","0822-3286-4246","","","Rute","","","","","·"
"https://www.google.com/maps/place/Apotek+Medipharm/data=!4m7!3m6!1s0x2e78838482778569:0x4a3baf38adc97abf!8m2!3d-7.9649459!4d112.6035603!16s%2Fg%2F11j46v4rj6!19sChIJaYV3goSDeC4Rv3rJrTivO0o?authuser=0&hl=id&rclk=1","Apotek Medipharm","4,9","(8)","Apotek","·","Jl. Puncak Mandala No.33 kav 1A","Tutup","·","(0341) 5087999","https://linktr.ee/ApotekMedipharm","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap obatnya, saya suka beli vitamin buat mama disini 👍👍""","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Apotek+Surya+Alam/data=!4m7!3m6!1s0x2e78820d6995071f:0x9457e792c904101f!8m2!3d-7.9407309!4d112.6088483!16s%2Fg%2F1hm60r9fz!19sChIJHweVaQ2CeC4RHxAEyZLnV5Q?authuser=0&hl=id&rclk=1","Apotek Surya Alam","2,5","(2)","Apotek","·","Jl. MT. Haryono No.131 C","Tutup","· Buka Sen pukul 08.00","(0341) 577241","","","Rute","","","","","·"
"https://www.google.com/maps/place/Apotek+Kian+Jaya+Farma/data=!4m7!3m6!1s0x2e7883da5ce7e891:0xb5bfc0b85fafb5f5!8m2!3d-7.9414102!4d112.6014721!16s%2Fg%2F11nfr2xp41!19sChIJkejnXNqDeC4R9bWvX7jAv7U?authuser=0&hl=id&rclk=1","Apotek Kian Jaya Farma","4,7","(15)","Apotek","·","Jl. Joyo Suryo No.2 Kav. 2","Tutup","· Buka Min pukul 06.30","0895-3606-00641","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Langganan pokoknya, pelayanannya good murah jugaaa❤️""","·"
"https://www.google.com/maps/place/Apotek+Kendalsari/data=!4m7!3m6!1s0x2dd6290e1ca8d7b7:0x33d7b8656099d47c!8m2!3d-7.9448803!4d112.6268198!16s%2Fg%2F11tcrdgv_c!19sChIJt9eoHA4p1i0RfNSZYGW41zM?authuser=0&hl=id&rclk=1","Apotek Kendalsari","4,9","(19)","Apotek","·","Jl. Kendalsari No.35","Tutup","·","0813-5888-3251","https://www.tokopedia.com/apotekkendalsarimalang","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""murah dan lengkap, penjualnya sekaligus pemilik","· Buka Min pukul 07.00"
"https://www.google.com/maps/place/Apotek+TAMA/data=!4m7!3m6!1s0x2dd629be239f6abd:0x8821921235bd94c9!8m2!3d-7.9608663!4d112.6312779!16s%2Fg%2F11fk3dhwf8!19sChIJvWqfI74p1i0RyZS9NRKSIYg?authuser=0&hl=id&rclk=1","Apotek TAMA","4,2","(25)","Grosir produk farmasi","·","ruko kavling, Jl. Tawangmangu No.3","Tutup","· Buka Min pukul 13.00","0821-2000-0154","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Soalnya","·"
"https://www.google.com/maps/place/Apotek+Lawu/data=!4m7!3m6!1s0x2dd629002ca6a423:0x689db797119f9fe3!8m2!3d-7.9643674!4d112.626826!16s%2Fg%2F11wjfz3ndv!19sChIJI6SmLAAp1i0R45-fEZe3nWg?authuser=0&hl=id&rclk=1","Apotek Lawu","","","Apotek","·","Jl. T.G.P. No.18","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/Apotek+Klinik+BMCI/data=!4m7!3m6!1s0x2e7883005ecdc05d:0x206549235ad5f545!8m2!3d-7.9337161!4d112.603208!16s%2Fg%2F11w3k85p7w!19sChIJXcDNXgCDeC4RRfXVWiNJZSA?authuser=0&hl=id&rclk=1","Apotek Klinik BMCI","3,7","(3)","Apotek","·","Jl. Batu Permata No.1","","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Disini jual obat, disampingnya juga ada Rs.""",""
"https://www.google.com/maps/place/Apotek+Sugiharto/data=!4m7!3m6!1s0x2e78820d83f89ceb:0xf82ba6f86682e88f!8m2!3d-7.9395488!4d112.6084856!16s%2Fg%2F11b6rz338r!19sChIJ65z4gw2CeC4Rj-iCZvimK_g?authuser=0&hl=id&rclk=1","Apotek Sugiharto","4,7","(35)","Apotek","·","Jl. Dinoyo Permai Timur No.5 Kav. 3","Tutup","· Buka Sen pukul 08.00","(0341) 561840","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ada harga ada kualitas
makasih dokter sugiharto obatnya bener2 manjur""","·"
"https://www.google.com/maps/place/Apotek+Tri+Sehat+Makmur/data=!4m7!3m6!1s0x2e788208d9686cd9:0x57af4d2649c5118!8m2!3d-7.9341684!4d112.6150151!16s%2Fg%2F11c0pypwmx!19sChIJ2Wxo2QiCeC4RGFGcZNL0egU?authuser=0&hl=id&rclk=1","Apotek Tri Sehat Makmur","4,0","(20)","Apotek","·","Jl. Candi Panggung Bar. No.3a","Tutup","· Buka Min pukul 07.00","(0341) 405056","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Staffnya juga ramah2 sangat komunikatif.""","·"
"https://www.google.com/maps/place/Apotek+Kimia+Farma+Soekarno-Hatta/data=!4m7!3m6!1s0x2dd62963e6c27433:0x6146fd1da740d2f6!8m2!3d-7.94198!4d112.62145!16s%2Fg%2F11mxj416rv!19sChIJM3TC5mMp1i0R9tJApx39RmE?authuser=0&hl=id&rclk=1","Apotek Kimia Farma Soekarno-Hatta","4,2","(73)","Apotek","·","·","Tutup","Jl. Soekarno Hatta, Ruko Griya Shanta Eksekutif Blok Mp 51","0811-3279-437","http://kimiafarmaapotek.co.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya bagus karyawannya humble semua, tempat bersih nyaman""","· Buka Min pukul 08.00"
"https://www.google.com/maps/place/Apotek+candi+badut/data=!4m7!3m6!1s0x2e788353aa0cd77b:0xedaddefb72471ac0!8m2!3d-7.9578001!4d112.5993813!16s%2Fg%2F11w2grvrp6!19sChIJe9cMqlODeC4RwBpHcvvere0?authuser=0&hl=id&rclk=1","Apotek candi badut","4,0","(29)","Toko Obat","·","Jl. Raya Candi V No.kav 1","Tutup","· Buka Min pukul 12.00","0812-3005-959","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tersedia obat yang lengkap, pelayanannya bagus dan harga lebih murah""","·"
"https://www.google.com/maps/place/ATM+BNI+APOTEK+KIMIA+FARMA+IJEN/data=!4m7!3m6!1s0x2dd6282905d0091d:0xf4c54f0133c7c78f!8m2!3d-7.9639607!4d112.6253606!16s%2Fg%2F11b5wqcwlv!19sChIJHQnQBSko1i0Rj8fHMwFPxfQ?authuser=0&hl=id&rclk=1","ATM BNI APOTEK KIMIA FARMA IJEN","4,6","(8)","ATM","·","Jl. Besar Ijen","Buka 24 jam","·","(021) 57899999","http://www.bni.co.id/","","Situs Web","","Rute","","",""
"https://www.google.com/maps/place/Apotik+Kawan/data=!4m7!3m6!1s0x2dd62829e381ee21:0x73d6ee5bcfb33640!8m2!3d-7.9678833!4d112.6203039!16s%2Fg%2F11fjbv6m75!19sChIJIe6B4yko1i0RQDazz1vu1nM?authuser=0&hl=id&rclk=1","Apotik Kawan","5,0","(3)","Apotek","·","Jl. Kurinci No.20 3","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/Apotek+Indofarma+%7C+Sedia+Obat+Aborsi+Malang+%7C+Obat+Cytotec+%7C+Obat+Miso+Original/data=!4m7!3m6!1s0x2e78831845867867:0x44063bd8907bce3d!8m2!3d-7.9264447!4d112.6017721!16s%2Fg%2F11yr9gzbl2!19sChIJZ3iGRRiDeC4RPc57kNg7BkQ?authuser=0&hl=id&rclk=1","Apotek Indofarma | Sedia Obat Aborsi Malang | Obat Cytotec | Obat Miso Original","5,0","(1)","Apotek","·","Jl. Raya Tlogomas","Buka 24 jam","","0851-2266-4796","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terimakasih telah mambantu dan benar -benar obat nya ampuh dan terbukti""","·"
"https://www.google.com/maps/place/Galunggung+Apotik/data=!4m7!3m6!1s0x2e788284869218ed:0x84296b558a1c85ac!8m2!3d-7.9694741!4d112.6134096!16s%2Fg%2F1hc3_9bdl!19sChIJ7RiShoSCeC4RrIUcilVrKYQ?authuser=0&hl=id&rclk=1","Galunggung Apotik","5,0","(1)","Apotek","·","Jl. Galunggung No.52-G","","","(0341) 584431","","","Rute","","","","",""
"https://www.google.com/maps/place/Apotek+Seger+Waras+Tidar/data=!4m7!3m6!1s0x2e78838e4b46c8fd:0x8ebc7750c288e741!8m2!3d-7.9548219!4d112.5927951!16s%2Fg%2F11vkfxf8rz!19sChIJ_chGS46DeC4RQeeIwlB3vI4?authuser=0&hl=id&rclk=1","Apotek Seger Waras Tidar","5,0","(22)","Apotek","·","Jl. Raya Candi V No.6 Kav.402","Tutup","·","0888-5298-989","https://instagram.com/apoteksegerwarastidar?igshid=MmU2YjMzNjRlOQ==","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanannya sangat bagus, apoteker nya sangat baik dan informatif""","· Buka Min pukul 07.00"
"https://www.google.com/maps/place/Apotek+Sumber+Laris/data=!4m7!3m6!1s0x2dd62829f075f0f9:0x2c1bad42e35c0d3a!8m2!3d-7.967728!4d112.620612!16s%2Fg%2F11b6d5vl7v!19sChIJ-fB18Cko1i0ROg1c40KtGyw?authuser=0&hl=id&rclk=1","Apotek Sumber Laris","3,7","(24)","Apotek","·","Jl. Pahlawan Trip No.17","Tutup","· Buka Min pukul 11.30","(0341) 587868","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah, lengkap, respon lewat WA dibalas cepat""","·"
"https://www.google.com/maps/place/Apotek+Sarangan+Medika/data=!4m7!3m6!1s0x2dd629cd682a5e79:0x8b52834d7e553b3b!8m2!3d-7.9600964!4d112.6328034!16s%2Fg%2F11b6fk3lbr!19sChIJeV4qaM0p1i0ROztVfk2DUos?authuser=0&hl=id&rclk=1","Apotek Sarangan Medika","4,8","(27)","Apotek","·","·","Tutup","· Buka Sen pukul 07.30","(0341) 400674","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dekat dr rumah .. Pelayanan ok... mantuullll""","Jl. Sarangan No.21B"
"https://www.google.com/maps/place/APOTEK+AMANAH+HUSADA/data=!4m7!3m6!1s0x2dd629dafd1fbbc5:0x1cf87ea407ef015c!8m2!3d-7.9491142!4d112.6292302!16s%2Fg%2F11l27tvhzq!19sChIJxbsf_dop1i0RXAHvB6R--Bw?authuser=0&hl=id&rclk=1","APOTEK AMANAH HUSADA","","","Apotek","·","Jl. Arumdalu No.23","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/Apotek+Wilan+Farma/data=!4m7!3m6!1s0x2dd6290c504e9843:0xe19f8dcdc976f2cd!8m2!3d-7.9495479!4d112.628624!16s%2Fg%2F11vlmd8y58!19sChIJQ5hOUAwp1i0RzfJ2yc2Nn-E?authuser=0&hl=id&rclk=1","Apotek Wilan Farma","5,0","(42)","Apotek","·","Jl. Kalpataru No.66c","Tutup","· Buka Min pukul 07.00","0821-4131-0665","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apotekernya komunikatip, pelayanan mantap , murah murahh""","·"
"https://www.google.com/maps/place/Apotek+Larise/data=!4m7!3m6!1s0x2e788289a7093f37:0x241b2820b46663d1!8m2!3d-7.9654547!4d112.6041166!16s%2Fg%2F11bzrp2wyq!19sChIJNz8Jp4mCeC4R0WNmtCAoGyQ?authuser=0&hl=id&rclk=1","Apotek Larise","4,4","(12)","Apotek","·","·","Tutup","· Buka Sen pukul 07.00","0895-6134-69780","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Jl. Sihabu Habu No.28"
"https://www.google.com/maps/place/Apotek+Pelita+Sari/data=!4m7!3m6!1s0x2dd62833364e3de5:0x2988df6de27eb8e5!8m2!3d-7.9616486!4d112.6361756!16s%2Fg%2F1hm4h4zrr!19sChIJ5T1ONjMo1i0R5bh-4m3fiCk?authuser=0&hl=id&rclk=1","Apotek Pelita Sari","4,2","(481)","Apotek","·","·","Tutup","· Buka Sen pukul 07.00","(0341) 495271","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Obat lengkap, harga murah, pelayanan baik dan cepat""","Jl. Letjen Sutoyo No.31A, RW.3"
"https://www.google.com/maps/place/Apotek+Pop+Medika+Dieng/data=!4m7!3m6!1s0x2e78830047e11143:0x7e52026d92dc7886!8m2!3d-7.9721131!4d112.6030599!16s%2Fg%2F11mzh4b6ck!19sChIJQxHhRwCDeC4Rhnjckm0CUn4?authuser=0&hl=id&rclk=1","Apotek Pop Medika Dieng","5,0","(9)","Apotek","","·","Tutup","· Buka Min pukul 08.00","0811-3333-0128","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""",""
"https://www.google.com/maps/place/Apotek+Landung+Pharma/data=!4m7!3m6!1s0x2e788218215a91bf:0xc1b678051df1c71c!8m2!3d-7.932458!4d112.5978302!16s%2Fg%2F11f0kwvyf3!19sChIJv5FaIRiCeC4RHMfxHQV4tsE?authuser=0&hl=id&rclk=1","Apotek Landung Pharma","4,5","(2)","Apotek","·","Perum Taman Landungsari Indah No.6 Blok P","Tutup","· Buka Min pukul 16.00","0812-3161-2730","","","Rute","","","","","·"
"https://www.google.com/maps/place/Apotek+Semeru/data=!4m7!3m6!1s0x2dd6282647c031c1:0xa5ba0edcf6b5f772!8m2!3d-7.973466!4d112.6236995!16s%2Fg%2F11b6gg2gk9!19sChIJwTHARyYo1i0Rcve19twOuqU?authuser=0&hl=id&rclk=1","Apotek Semeru","4,0","(33)","Apotek","·","Jl. Semeru No.45","Tutup","· Buka Min pukul 07.30","(0341) 325916","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beli obat mudah, kalo kosong stock dicarikan di lain.""","·"
"https://www.google.com/maps/place/apotek+krisna+farma/data=!4m7!3m6!1s0x2dd629003046308b:0x5cacafa1f415fd1a!8m2!3d-7.958366!4d112.63131!16s%2Fg%2F11ltftbpzq!19sChIJizBGMAAp1i0RGv0V9KGvrFw?authuser=0&hl=id&rclk=1","apotek krisna farma","3,7","(3)","Apotek","·","Jl. Mawar No.11A","","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ini sudah pindah kah apoteknya?""",""
"https://www.google.com/maps/place/Kutai+Apotek/data=!4m7!3m6!1s0x2e7883711260ddd3:0x429be4974096d4bb!8m2!3d-7.936842!4d112.6194584!16s%2Fg%2F11spfxwykh!19sChIJ091gEnGDeC4Ru9SWQJfkm0I?authuser=0&hl=id&rclk=1","Kutai Apotek","4,4","(15)","Apotek","·","Jl. Candi Panggung No.51B","Tutup","· Buka Min pukul 07.00","0812-2223-3583","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan sangat baik
Harga murah
Obat obatan lengkap.""","·"
"https://www.google.com/maps/place/Apotek+Talun/data=!4m7!3m6!1s0x2dd62827ff6e3621:0xa8df353d525a1642!8m2!3d-7.9725579!4d112.6200053!16s%2Fg%2F1hm3dc262!19sChIJITZu_yco1i0RQhZaUj0136g?authuser=0&hl=id&rclk=1","Apotek Talun","4,3","(16)","Apotek","·","Jl. Wilis No.7, RW.3","Tutup","· Buka Min pukul 07.00","(0341) 556336","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dan selalu selangit harganya mesti cuma flu.""","·"
"https://www.google.com/maps/place/Apotek+Narita/data=!4m7!3m6!1s0x2dd628238a7299d5:0x577522ded01a99a7!8m2!3d-7.9770492!4d112.627626!16s%2Fg%2F1hm3k_fqj!19sChIJ1ZlyiiMo1i0Rp5ka0N4idVc?authuser=0&hl=id&rclk=1","Apotek Narita","4,1","(89)","Apotek","·","Jl. Arjuno No.34","Tutup","· Buka Min pukul 07.00","(0341) 335657","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Soal harga lebih murah drpd","·"
"https://www.google.com/maps/place/Apotek+Cipta+Sehat/data=!4m7!3m6!1s0x2dd6292c2c70b5b7:0x9d58a0a9326788b2!8m2!3d-7.940415!4d112.6267149!16s%2Fg%2F11v06m4_1j!19sChIJt7VwLCwp1i0RsohnMqmgWJ0?authuser=0&hl=id&rclk=1","Apotek Cipta Sehat","4,8","(25)","Apotek","·","Jl. Trs.Candi Mendut No.Ruko 2C","Tutup","·","0895-3147-1000","https://instagram.com/apotekciptasehat.mlg?igshid=MzNlNGNkZWQ4Mg==","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan oke, obat2an lengkap, harga juga oke""","· Buka Min pukul 07.00"
"https://www.google.com/maps/place/Apotek+%22CCA%22/data=!4m7!3m6!1s0x2e788261219814d7:0x6a5b43efc650d81!8m2!3d-7.9588912!4d112.5990188!16s%2Fg%2F11gdqxk8q8!19sChIJ1xSYIWGCeC4RgQ1l_D60pQY?authuser=0&hl=id&rclk=1","Apotek ""CCA""","4,0","(17)","Apotek","·","·","Tutup","Jl. Himalaya Blok VE No.7","0898-9585-455","https://www.tokopedia.com/apotekccamalang","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""sering beli disini tp blm pernah sama sekali dpt ucapan terimakasih.""","· Buka Min pukul 07.15"
"https://www.google.com/maps/place/Apotek+5+Akordion/data=!4m7!3m6!1s0x2e78820134f7263d:0x41c7d57256ef5fa!8m2!3d-7.926563!4d112.6156405!16s%2Fg%2F11f01vgy8_!19sChIJPSb3NAGCeC4R-vVuJVd9HAQ?authuser=0&hl=id&rclk=1","Apotek 5 Akordion","4,7","(60)","Apotek","·","Jl. Akordion Utara","Tutup","· Buka Min pukul 06.30","0821-4260-0333","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","·"
"https://www.google.com/maps/place/Apotek+Garbis+Malang/data=!4m7!3m6!1s0x2e78832a7ad86b2d:0xc99cc8733db2149!8m2!3d-7.9781859!4d112.6136959!16s%2Fg%2F11xctvc75w!19sChIJLWvYeiqDeC4RSSHbM4fMmQw?authuser=0&hl=id&rclk=1","Apotek Garbis Malang","4,2","(62)","Apotek","·","Jl. Garbis No.8","Tutup","·","0822-4491-6888","https://wa.me/6282244916888","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat praktik dokter kandungan dan dokter anak langganan.""","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Apotek+Anugerah/data=!4m7!3m6!1s0x2e788284f007e365:0x1aac99f393455336!8m2!3d-7.970843!4d112.611674!16s%2Fg%2F11b6d1rjnx!19sChIJZeMH8ISCeC4RNlNFk_OZrBo?authuser=0&hl=id&rclk=1","Apotek Anugerah","4,1","(53)","Apotek","·","Jl. Klabat No.3","Tutup","· Buka Min pukul 08.00","(0341) 561304","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya bagus, harga obat juga terjangkau.""","·"
"https://www.google.com/maps/place/APOTEK+JASIN+JAYA/data=!4m7!3m6!1s0x2e788309b6fd57ab:0x73ab4fe4b8cfafe2!8m2!3d-7.9334728!4d112.6137722!16s%2Fg%2F11qq2pwqvh!19sChIJq1f9tgmDeC4R4q_PuORPq3M?authuser=0&hl=id&rclk=1","APOTEK JASIN JAYA","4,5","(6)","Apotek","·","Jl. Akordion Timur No.10","Tutup","· Buka Min pukul 09.00","0852-5966-3360","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan sangat okey bangetttttt cepat dan nyaman""","·"
"https://www.google.com/maps/place/Apotek+Halomedika+Bungur+Malang/data=!4m7!3m6!1s0x2dd629d1e3f72421:0x69ea39053fc80674!8m2!3d-7.9554708!4d112.6313879!16s%2Fg%2F11vkz38y7t!19sChIJIST349Ep1i0RdAbIPwU56mk?authuser=0&hl=id&rclk=1","Apotek Halomedika Bungur Malang","4,7","(44)","Apotek","·","Jl. Bungur No.17B","Tutup","·","0813-8733-0511","http://pt-hak.com/home","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apoteknya bersih, pegawainya ramah, harga obat terjangkau, mantap""","· Buka Min pukul 06.00"
"https://www.google.com/maps/place/Apotek+Kawi/data=!4m7!3m6!1s0x2e788300287e8aa5:0x6975360e5314fdf5!8m2!3d-7.9749539!4d112.6182096!16s%2Fg%2F11mt6t_r_d!19sChIJpYp-KACDeC4R9f0UUw42dWk?authuser=0&hl=id&rclk=1","Apotek Kawi","","","Apotek","·","Jl. Kawi Atas No.3, RW.4","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/Apotek+K-24+Raya+Sulfat+Malang/data=!4m7!3m6!1s0x2dd6294734af4ae9:0x6e92b7cf7442a4d2!8m2!3d-7.959612!4d112.6486934!16s%2Fg%2F11g4d4s721!19sChIJ6UqvNEcp1i0R0qRCdM-3km4?authuser=0&hl=id&rclk=1","Apotek K-24 Raya Sulfat Malang","4,5","(176)","Apotek","·","·","Buka 24 jam","Jl. Sulfat No.87 KAV. 1","0812-3112-2091","https://www.apotek-k24.com/location/detail/622/K-24-RAYA-SULFAT","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan ramah, sangat membantu
Obat lengkap,",""
"https://www.google.com/maps/place/Apotek+Putra+Santoso/data=!4m7!3m6!1s0x2e7883ecc6a49f91:0x550689a935df9ecc!8m2!3d-7.9551606!4d112.597593!16s%2Fg%2F11t4bqjs1j!19sChIJkZ-kxuyDeC4RzJ7fNamJBlU?authuser=0&hl=id&rclk=1","Apotek Putra Santoso","5,0","(29)","Apotek","·","Jl. Raya Candi V No.752-D","Tutup","·","0812-3800-0786","http://wa.me/6281238000786","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah, barang lengkap..pesanpun tidak lama 👌🏻👌🏻""","· Buka Sen pukul 07.30"
"https://www.google.com/maps/place/Apotek+Jingga+Farma/data=!4m7!3m6!1s0x2dd629e6abcfb37f:0x973b0f5a6f06687a!8m2!3d-7.9365521!4d112.6261225!16s%2Fg%2F11b6jgxqys!19sChIJf7PPq-Yp1i0RemgGb1oPO5c?authuser=0&hl=id&rclk=1","Apotek Jingga Farma","4,0","(8)","Apotek","·","Ruko Puncak Borobudur, Jalan Terusan Soekarno Hatta No.Kav. 1","Tutup","· Buka Sen pukul 08.00","(0341) 9081110","","","Rute","","","","","·"
"https://www.google.com/maps/place/Nydnya+Meneer/data=!4m7!3m6!1s0x2e7882f4b0e98f11:0xfba0b5ce68d3989!8m2!3d-7.9678789!4d112.5962409!16s%2Fg%2F11gxxgn3c2!19sChIJEY_psPSCeC4RiTmN5lwLug8?authuser=0&hl=id&rclk=1","Nydnya Meneer","","","Apotek","·","Jl. Dieng Atas No.304","","","","","","Rute","","","","",""
